kind bitwidth op nlimbs prime real user sys mem
montgomery 64 fesub 6 2e384m79x2e376m1 30.53 30.22 0.30 866752
montgomery 32 fesub 7 2e194m33 32.82 32.05 0.40 899204
montgomery 32 fesub 7 2e196m15 31.65 31.23 0.41 895988
montgomery 32 fesub 7 2e198m17 32.43 32.06 0.36 899132
montgomery 32 fesub 7 2e205m45x2e198m1 32.40 32.02 0.37 892364
montgomery 32 fesub 7 2e206m5 32.64 32.09 0.49 895144
montgomery 32 fesub 7 2e212m29 32.45 32.04 0.40 895864
montgomery 32 fesub 7 2e213m3 31.77 31.38 0.37 895120
montgomery 32 fesub 7 2e216m2e108m1 31.68 31.27 0.40 907012
montgomery 32 fesub 7 2e221m3 32.37 31.89 0.47 895660
montgomery 32 fesub 7 2e222m117 31.59 31.09 0.45 890056
montgomery 32 fesub 7 2e224m2e96p1 31.46 31.07 0.39 906696
montgomery 64 fesub 7 2e389m21 37.58 37.20 0.37 897772
montgomery 64 fesub 7 2e401m31 37.67 37.18 0.48 907536
montgomery 64 fesub 7 2e413m21 37.69 37.27 0.42 915452
montgomery 64 fesub 7 2e414m17 37.47 37.08 0.38 915940
montgomery 64 fesub 7 2e416m2e208m1 37.65 37.19 0.45 916904
montgomery 64 fesub 7 2e444m17 37.79 37.35 0.40 905600
montgomery 64 fesub 7 2e448m2e224m1 37.30 36.91 0.38 908540
montgomery 32 fesub 8 2e226m5 39.93 39.50 0.35 951696
montgomery 32 fesub 8 2e230m27 40.12 39.64 0.47 957584
montgomery 32 fesub 8 2e235m15 40.82 40.39 0.42 965636
montgomery 32 fesub 8 2e243m9 41.07 40.56 0.44 964264
montgomery 32 fesub 8 2e251m9 40.66 40.20 0.44 968552
montgomery 32 fesub 8 2e254m127x2e240m1 40.84 40.42 0.41 957504
montgomery 32 fesub 8 2e255m19 39.05 38.57 0.47 950036
montgomery 32 fesub 8 2e255m765 40.97 40.48 0.48 957496
montgomery 32 fesub 8 2e256m189 40.25 39.68 0.51 957336
montgomery 32 fesub 8 2e256m2e224p2e192p2e96m1 39.61 39.21 0.39 950148
montgomery 32 fesub 8 2e256m2e32m977 40.75 40.31 0.43 950988
montgomery 32 fesub 8 2e256m4294968273 40.89 40.36 0.51 957308
montgomery 32 fesub 8 2e256m88x2e240m1 40.90 40.50 0.38 957572
montgomery 64 fesub 8 2e450m2e225m1 47.70 47.26 0.43 984492
montgomery 64 fesub 8 2e452m3 47.63 47.17 0.45 982948
montgomery 64 fesub 8 2e468m17 47.32 46.86 0.45 985760
montgomery 64 fesub 8 2e480m2e240m1 48.31 47.88 0.42 993656
montgomery 64 fesub 8 2e488m17 47.56 47.11 0.44 992512
montgomery 64 fesub 8 2e489m21 47.60 47.09 0.50 991904
montgomery 64 fesub 8 2e495m31 47.50 47.05 0.44 993588
montgomery 64 fesub 8 2e510m290x2e496m1 47.15 46.74 0.40 998108
montgomery 64 fesub 8 2e511m187 47.55 47.14 0.41 993016
montgomery 64 fesub 8 2e511m481 47.54 47.05 0.48 992904
montgomery 64 fesub 8 2e512m491x2e496m1 47.92 47.34 0.51 999424
montgomery 64 fesub 8 2e512m569 47.41 46.96 0.45 1000644
montgomery 32 fesub 9 2e266m3 48.94 48.51 0.43 1059468
montgomery 32 fesub 9 2e285m9 48.67 48.17 0.50 1065924
montgomery 64 fesub 9 2e521m1 56.52 56.02 0.50 1108248
montgomery 32 fesub 10 2e291m19 60.05 59.53 0.51 1172768
montgomery 32 fesub 11 2e321m9 75.72 75.11 0.60 1342488
montgomery 32 fesub 11 2e322m2e161m1 76.44 75.81 0.63 1330544
montgomery 32 fesub 11 2e336m17 76.20 75.57 0.62 1335064
montgomery 32 fesub 11 2e336m3 76.04 75.40 0.63 1329976
montgomery 32 fesub 11 2e338m15 76.21 75.68 0.53 1334336
montgomery 32 fesub 12 2e369m25 90.83 90.07 0.74 1517376
montgomery 32 fesub 12 2e379m19 90.87 90.16 0.70 1446112
montgomery 32 fesub 12 2e382m105 90.27 89.58 0.68 1424680
montgomery 32 fesub 12 2e383m187 90.59 89.95 0.64 1429244
montgomery 32 fesub 12 2e383m31 90.30 89.63 0.67 1446292
montgomery 32 fesub 12 2e383m421 90.53 89.87 0.65 1446448
montgomery 32 fesub 12 2e384m2e128m2e96p2e32m1 90.86 90.26 0.60 1445652
montgomery 32 fesub 12 2e384m317 90.53 89.89 0.63 1446176
montgomery 32 fesub 12 2e384m5x2e368m1 90.16 89.47 0.68 1446636
montgomery 32 fesub 12 2e384m79x2e376m1 91.10 90.42 0.68 1446472
montgomery 32 fesub 13 2e389m21 113.65 112.89 0.75 1624616
montgomery 32 fesub 13 2e401m31 113.21 112.40 0.80 1636592
montgomery 32 fesub 13 2e413m21 113.81 112.97 0.70 1627708
montgomery 32 fesub 13 2e414m17 112.81 111.98 0.82 1639520
montgomery 32 fesub 13 2e416m2e208m1 113.50 112.74 0.76 1644776
montgomery 32 fesub 14 2e444m17 131.61 130.77 0.83 1809544
montgomery 32 fesub 14 2e448m2e224m1 131.98 131.20 0.77 1710076
montgomery 32 fesub 15 2e450m2e225m1 157.88 156.90 0.97 2042272
montgomery 32 fesub 15 2e452m3 157.83 156.81 0.99 2025864
montgomery 32 fesub 15 2e468m17 158.45 157.49 0.95 2026012
montgomery 32 fesub 15 2e480m2e240m1 158.64 157.73 0.89 2041700
montgomery 32 fesub 16 2e488m17 196.69 195.50 1.18 2355108
montgomery 32 fesub 16 2e489m21 196.48 195.45 1.00 2394436
montgomery 32 fesub 16 2e495m31 196.04 194.89 1.13 2355920
montgomery 32 fesub 16 2e510m290x2e496m1 196.71 195.55 1.14 2400196
montgomery 32 fesub 16 2e511m187 197.70 196.53 1.16 2413116
montgomery 32 fesub 16 2e511m481 196.69 195.34 1.11 2405048
montgomery 32 fesub 16 2e512m491x2e496m1 196.56 195.46 1.09 2428376
montgomery 32 fesub 16 2e512m569 197.78 196.22 1.37 2415480
montgomery 32 fesub 17 2e521m1 216.51 215.27 1.23 2734404
