bitwidth nlimbs real user sys mem
64 2 26.37 25.94 0.40 901956
64 3 53.57 52.96 0.60 1448668
64 3 54.55 53.81 0.66 1441420
64 3 56.29 55.66 0.63 1456604
64 3 56.45 55.70 0.67 1459476
64 3 55.84 55.15 0.68 1459344
64 3 54.97 54.42 0.53 1448420
64 3 53.94 53.29 0.65 1448464
64 3 56.34 55.55 0.79 1439908
64 3 56.27 55.66 0.61 1454336
64 3 56.34 55.64 0.69 1466148
64 3 54.10 53.44 0.65 1465536
64 3 56.50 55.89 0.60 1462472
64 3 56.41 55.63 0.70 1447328
64 3 56.24 55.58 0.66 1468492
64 3 54.13 53.52 0.60 1451560
64 3 54.29 53.64 0.64 1463780
64 3 56.66 55.98 0.60 1451200
64 3 53.85 53.23 0.62 1450376
32 4 116.14 115.07 1.06 2604736
64 4 121.47 120.40 1.06 2614120
64 4 115.63 114.60 1.02 2678252
64 4 122.08 120.91 1.15 2586580
64 4 121.67 120.53 1.13 2676700
64 4 122.57 121.17 1.25 2688596
64 4 122.87 121.81 1.05 2686588
64 4 122.57 121.33 1.23 2679892
64 4 115.62 114.29 1.32 2698148
64 4 122.66 121.46 1.19 2686264
64 4 122.69 121.65 1.04 2686004
64 4 116.39 115.27 1.11 2673908
64 4 117.30 116.09 1.06 2685720
64 4 116.34 115.23 1.10 2680316
64 4 122.78 121.66 1.11 2606912
64 4 116.26 115.08 1.16 2691840
64 4 117.17 115.89 1.25 2685876
64 4 116.61 115.47 1.13 2686884
64 4 117.32 116.11 1.20 2720100
64 4 122.36 121.19 1.16 2688884
64 4 122.75 121.65 1.09 2685180
64 4 120.16 118.90 1.25 2660136
64 4 117.46 116.10 1.21 2685056
64 4 117.22 116.12 1.09 2720304
64 4 122.11 120.96 1.14 2681268
32 5 254.52 252.03 2.18 5245560
32 5 253.93 251.75 2.16 5202000
32 5 241.47 239.55 1.91 5296440
32 5 255.33 253.34 1.98 5267972
32 5 255.10 252.90 2.18 5286832
32 5 254.98 252.85 2.12 5273500
32 5 256.71 254.00 2.39 5273128
32 5 239.55 237.47 2.06 5258312
32 5 254.79 252.79 1.98 5235052
64 5 265.80 263.62 2.16 5411452
64 5 263.36 260.95 2.28 5266224
64 5 266.68 264.51 2.16 5282104
32 6 442.44 438.80 3.63 10212660
32 6 477.64 474.06 3.57 10244968
32 6 476.96 473.03 3.74 10191092
32 6 493.74 489.89 3.81 10203384
32 6 476.88 473.24 3.63 10199268
32 6 477.51 473.98 3.46 10304020
32 6 477.31 473.76 3.54 10244572
32 6 477.50 473.35 3.62 10198812
32 6 477.18 472.97 3.86 10160664
64 6 475.25 471.13 3.77 10242524
64 6 475.92 472.27 3.63 10242900
64 6 474.87 471.14 3.72 10329352
64 6 462.71 458.89 3.58 10255952
64 6 485.55 482.11 3.43 10320856
64 6 460.75 457.08 3.66 10243272
64 6 486.77 482.36 4.02 10341684
64 6 481.84 478.15 3.62 10277772
64 6 475.10 471.38 3.72 10266484
64 6 486.48 483.06 3.41 10274244
64 6 484.32 480.84 3.46 10266104
64 6 474.79 471.12 3.66 10260540
64 6 485.70 482.13 3.55 10266644
64 6 478.13 474.49 3.62 10299560
64 6 454.86 451.06 3.67 10264884
32 7 981.29 974.88 6.23 19324140
32 7 981.56 975.23 6.22 19326260
32 7 980.24 974.25 5.98 18904348
32 7 980.30 974.31 5.98 19247880
32 7 982.29 976.10 6.17 19299828
32 7 979.00 973.11 5.88 18863332
32 7 979.74 973.24 6.45 19273436
32 7 977.34 971.31 5.98 19258256
32 7 980.22 973.72 6.23 19198700
32 7 983.52 977.05 6.39 19227940
32 7 975.77 969.11 6.33 19190524
64 7 984.00 977.41 6.48 19385280
64 7 996.33 989.70 6.57 19557216
64 7 994.02 987.70 6.31 19295516
64 7 978.83 971.89 6.45 19306440
64 7 993.38 986.64 6.62 19402280
64 7 961.87 955.59 6.26 19323604
64 7 991.88 985.36 6.43 19497900
32 8 1921.18 1911.02 10.10 33857312
32 8 1919.54 1908.97 10.32 33738160
32 8 1927.39 1917.03 10.35 34228764
32 8 1926.34 1915.44 10.58 34223080
32 8 1933.29 1921.24 11.11 34368248
32 8 1926.00 1915.21 10.59 33712184
32 8 1931.98 1920.67 10.83 34416932
32 8 1932.03 1920.37 10.94 34164100
32 8 1932.81 1922.81 9.94 34286408
32 8 1912.54 1901.55 10.47 34141768
32 8 1924.10 1913.23 10.49 33805996
32 8 1932.40 1921.69 10.63 34229284
32 8 1922.07 1909.66 11.28 34206292
64 8 1947.42 1936.40 10.70 33912200
64 8 1953.09 1942.69 10.32 33746728
64 8 1951.03 1939.79 10.79 34035828
64 8 1944.77 1934.05 10.54 34008704
64 8 1947.97 1937.04 10.70 34025484
64 8 1954.15 1942.93 10.79 33896348
64 8 1945.67 1934.95 10.62 33826316
64 8 1894.72 1883.98 10.40 33921460
64 8 1916.65 1906.10 10.40 33973624
64 8 1953.84 1943.90 9.89 33862008
64 8 1948.75 1938.15 10.56 34374652
64 8 1953.00 1942.37 10.61 34078528
