kind bitwidth op nlimbs prime real user sys mem
solinas 64 fesub 3 2e127m1 11.13 10.81 0.32 729780
solinas 64 fesub 3 2e129m25 11.08 10.76 0.31 730808
solinas 64 fesub 3 2e130m5 11.09 10.80 0.28 729532
solinas 64 fesub 3 2e137m13 11.10 10.79 0.30 727848
solinas 64 fesub 3 2e140m27 11.13 10.83 0.29 728568
solinas 64 fesub 3 2e141m9 11.10 10.80 0.30 728776
solinas 64 fesub 3 2e150m3 11.14 10.85 0.29 728928
solinas 64 fesub 3 2e150m5 11.15 10.86 0.28 728952
solinas 64 fesub 3 2e152m17 11.18 10.90 0.27 729372
solinas 64 fesub 3 2e158m15 11.22 10.91 0.30 731512
solinas 64 fesub 3 2e165m25 10.95 10.65 0.28 731892
solinas 64 fesub 3 2e166m5 11.17 10.88 0.28 732304
solinas 64 fesub 3 2e171m19 11.28 10.98 0.29 729680
solinas 64 fesub 3 2e174m17 11.26 10.97 0.28 728972
solinas 64 fesub 3 2e174m3 11.26 10.97 0.28 729276
solinas 64 fesub 4 2e129m25 12.16 11.87 0.29 737944
solinas 64 fesub 4 2e130m5 12.08 11.83 0.25 737868
solinas 64 fesub 4 2e137m13 12.16 11.89 0.26 737792
solinas 64 fesub 4 2e140m27 12.16 11.85 0.30 736916
solinas 64 fesub 4 2e141m9 12.12 11.82 0.30 737508
solinas 64 fesub 4 2e150m3 12.15 11.83 0.30 737992
solinas 64 fesub 4 2e150m5 12.14 11.83 0.29 738124
solinas 64 fesub 4 2e152m17 12.15 11.84 0.30 738220
solinas 64 fesub 4 2e158m15 12.22 11.94 0.27 738644
solinas 64 fesub 4 2e165m25 12.19 11.88 0.30 738588
solinas 64 fesub 4 2e166m5 12.19 11.90 0.28 738640
solinas 64 fesub 4 2e171m19 12.24 11.92 0.31 738148
solinas 64 fesub 4 2e174m17 12.26 11.96 0.29 738260
solinas 64 fesub 4 2e174m3 12.24 11.94 0.30 738196
solinas 64 fesub 4 2e189m25 11.97 11.67 0.29 737984
solinas 64 fesub 4 2e190m11 12.31 12.07 0.23 737784
solinas 64 fesub 4 2e191m19 12.24 11.98 0.25 738372
solinas 64 fesub 4 2e192m2e64m1 12.03 11.77 0.25 737356
solinas 64 fesub 4 2e194m33 12.29 11.97 0.31 737492
solinas 64 fesub 4 2e196m15 12.32 11.99 0.33 737952
solinas 64 fesub 4 2e198m17 12.40 12.10 0.29 738352
solinas 64 fesub 4 2e206m5 12.46 12.19 0.26 739116
solinas 64 fesub 4 2e212m29 12.39 12.05 0.31 737544
solinas 64 fesub 4 2e213m3 12.44 12.18 0.23 738124
solinas 64 fesub 4 2e216m2e108m1 12.51 12.18 0.31 738308
solinas 64 fesub 4 2e221m3 12.42 12.10 0.30 738664
solinas 64 fesub 4 2e222m117 12.51 12.16 0.33 738816
solinas 64 fesub 4 2e226m5 12.56 12.23 0.28 739312
solinas 64 fesub 4 2e230m27 12.56 12.21 0.33 740784
solinas 64 fesub 4 2e235m15 12.59 12.32 0.25 739160
solinas 32 fesub 5 2e127m1 13.64 13.34 0.30 747872
solinas 32 fesub 5 2e129m25 13.04 12.72 0.32 746776
solinas 32 fesub 5 2e130m5 13.09 12.78 0.31 746608
solinas 32 fesub 5 2e137m13 13.16 12.86 0.28 747336
solinas 64 fesub 5 2e189m25 13.54 13.22 0.31 748068
solinas 64 fesub 5 2e190m11 13.61 13.36 0.25 748884
solinas 64 fesub 5 2e191m19 13.65 13.32 0.31 751828
solinas 64 fesub 5 2e192m2e64m1 13.59 13.32 0.27 751980
solinas 64 fesub 5 2e194m33 13.63 13.31 0.30 750996
solinas 64 fesub 5 2e196m15 13.62 13.29 0.32 750272
solinas 64 fesub 5 2e198m17 13.65 13.27 0.36 750312
solinas 64 fesub 5 2e206m5 13.62 13.29 0.32 750272
solinas 64 fesub 5 2e212m29 13.73 13.41 0.32 750468
solinas 64 fesub 5 2e213m3 13.70 13.40 0.29 751072
solinas 64 fesub 5 2e216m2e108m1 13.65 13.35 0.30 753116
solinas 64 fesub 5 2e221m3 13.71 13.42 0.28 752100
solinas 64 fesub 5 2e222m117 13.76 13.46 0.29 752932
solinas 64 fesub 5 2e226m5 13.74 13.49 0.24 752912
solinas 64 fesub 5 2e230m27 13.81 13.47 0.32 751360
solinas 64 fesub 5 2e235m15 13.77 13.48 0.28 751096
solinas 64 fesub 5 2e243m9 13.86 13.51 0.34 752420
solinas 64 fesub 5 2e251m9 13.83 13.48 0.35 752692
solinas 64 fesub 5 2e255m19 13.57 13.27 0.27 753676
solinas 64 fesub 5 2e255m765 13.87 13.59 0.28 753844
solinas 64 fesub 5 2e256m189 13.93 13.61 0.31 752444
solinas 64 fesub 5 2e266m3 13.55 13.22 0.32 752040
solinas 64 fesub 5 2e285m9 14.10 13.81 0.28 755140
solinas 64 fesub 5 2e291m19 13.91 13.63 0.28 750608
solinas 32 fesub 6 2e127m1 14.67 14.32 0.34 760240
solinas 32 fesub 6 2e129m25 14.05 13.73 0.32 761904
solinas 32 fesub 6 2e130m5 14.48 14.14 0.33 760856
solinas 32 fesub 6 2e137m13 14.57 14.20 0.35 759140
solinas 32 fesub 6 2e140m27 14.54 14.19 0.34 760016
solinas 32 fesub 6 2e141m9 14.48 14.15 0.32 759964
solinas 32 fesub 6 2e150m3 14.53 14.23 0.29 759800
solinas 32 fesub 6 2e150m5 14.59 14.30 0.29 759576
solinas 32 fesub 6 2e152m17 14.48 14.19 0.27 758624
solinas 32 fesub 6 2e158m15 14.33 13.99 0.29 760332
solinas 32 fesub 6 2e166m5 14.24 13.91 0.32 758768
solinas 64 fesub 6 2e243m9 14.85 14.58 0.26 763988
solinas 64 fesub 6 2e251m9 15.28 14.94 0.32 764796
solinas 64 fesub 6 2e255m19 14.85 14.57 0.27 762336
solinas 64 fesub 6 2e255m765 15.32 14.95 0.34 761980
solinas 64 fesub 6 2e256m189 14.85 14.54 0.30 762624
solinas 64 fesub 6 2e256m2e32m977 15.39 15.05 0.33 763092
solinas 64 fesub 6 2e266m3 15.38 15.09 0.28 762024
solinas 64 fesub 6 2e285m9 15.05 14.74 0.31 765512
solinas 64 fesub 6 2e291m19 15.62 15.25 0.35 767208
solinas 64 fesub 6 2e321m9 15.53 15.19 0.33 766556
solinas 64 fesub 6 2e322m2e161m1 15.57 15.29 0.28 765484
solinas 64 fesub 6 2e336m17 15.30 15.01 0.27 768928
solinas 64 fesub 6 2e336m3 15.72 15.38 0.34 768600
solinas 64 fesub 6 2e338m15 15.23 14.93 0.29 768056
solinas 32 fesub 7 2e140m27 16.03 15.72 0.30 772184
solinas 32 fesub 7 2e141m9 16.17 15.82 0.32 772184
solinas 32 fesub 7 2e150m3 16.06 15.73 0.32 773868
solinas 32 fesub 7 2e150m5 16.19 15.84 0.34 774056
solinas 32 fesub 7 2e152m17 16.24 15.97 0.26 774508
solinas 32 fesub 7 2e158m15 16.14 15.81 0.32 772424
solinas 32 fesub 7 2e165m25 16.19 15.87 0.29 775756
solinas 32 fesub 7 2e166m5 16.13 15.81 0.30 776988
solinas 32 fesub 7 2e171m19 16.18 15.86 0.32 772156
solinas 32 fesub 7 2e174m17 15.85 15.53 0.32 774216
solinas 32 fesub 7 2e174m3 16.24 15.94 0.29 774384
solinas 32 fesub 7 2e189m25 16.69 16.37 0.32 773812
solinas 32 fesub 7 2e190m11 16.63 16.30 0.32 773840
solinas 64 fesub 7 2e256m2e32m977 17.36 17.01 0.34 783884
solinas 64 fesub 7 2e321m9 17.42 17.07 0.34 783848
solinas 64 fesub 7 2e322m2e161m1 17.33 16.84 0.29 786144
solinas 64 fesub 7 2e336m17 17.62 17.31 0.30 786276
solinas 64 fesub 7 2e336m3 17.18 16.89 0.28 784816
solinas 64 fesub 7 2e338m15 17.72 17.37 0.32 786356
solinas 64 fesub 7 2e369m25 17.88 17.51 0.37 784844
solinas 64 fesub 7 2e379m19 17.74 17.38 0.35 784792
solinas 64 fesub 7 2e382m105 17.83 17.49 0.32 785476
solinas 64 fesub 7 2e383m187 17.90 17.57 0.32 788372
solinas 64 fesub 7 2e383m31 17.84 17.49 0.34 787780
solinas 64 fesub 7 2e383m421 17.52 17.24 0.26 787820
solinas 64 fesub 7 2e384m317 17.84 17.55 0.29 788308
solinas 64 fesub 7 2e389m21 17.91 17.48 0.39 785592
solinas 64 fesub 7 2e401m31 17.45 17.14 0.30 787936
solinas 64 fesub 7 2e413m21 17.54 17.22 0.31 786904
solinas 32 fesub 8 2e165m25 18.32 17.96 0.34 788360
solinas 32 fesub 8 2e171m19 18.34 18.02 0.32 788528
solinas 32 fesub 8 2e174m17 17.85 17.53 0.30 785404
solinas 32 fesub 8 2e174m3 17.87 17.53 0.33 784612
solinas 32 fesub 8 2e189m25 18.55 18.23 0.31 795156
solinas 32 fesub 8 2e190m11 18.54 18.18 0.33 794252
solinas 32 fesub 8 2e191m19 18.52 18.21 0.30 788612
solinas 32 fesub 8 2e194m33 17.97 17.68 0.28 789800
solinas 32 fesub 8 2e196m15 18.53 18.22 0.30 788676
solinas 32 fesub 8 2e198m17 18.56 18.25 0.30 788016
solinas 32 fesub 8 2e206m5 18.51 18.22 0.29 788576
solinas 32 fesub 8 2e212m29 18.60 18.26 0.33 789704
solinas 32 fesub 8 2e213m3 18.55 18.21 0.33 796436
