param-n,uconstr-I-1000-real,uconstr-I-1000-sys,uconstr-I-1000-user
1052,0.051,0.,0.051
1053,0.051,0.,0.051
1054,0.051,0.,0.051
1055,0.052,0.,0.052
1056,0.052,0.,0.052
1057,0.052,0.,0.052
1058,0.052,0.,0.052
1059,0.052,0.,0.052
1060,0.052,0.,0.052
1061,0.053,0.,0.053
1062,0.052,0.,0.052
1063,0.052,0.,0.052
1064,0.053,0.,0.053
1065,0.053,0.,0.053
1066,0.052,0.,0.052
1067,0.053,0.,0.053
1068,0.052,0.,0.052
1069,0.053,0.,0.053
1070,0.052,0.,0.052
1071,0.052,0.,0.052
1072,0.054,0.,0.054
1073,0.053,0.,0.053
1074,0.052,0.,0.052
1075,0.053,0.,0.053
1076,0.053,0.,0.053
1077,0.053,0.,0.053
1078,0.052,0.,0.052
1079,0.053,0.,0.053
1080,0.053,0.,0.053
1081,0.052,0.,0.052
1082,0.053,0.,0.053
1083,0.053,0.,0.053
1084,0.053,0.,0.053
1085,0.053,0.,0.053
1086,0.053,0.,0.053
1087,0.054,0.,0.054
1088,0.053,0.,0.053
1089,0.053,0.,0.053
1090,0.053,0.,0.053
1091,0.054,0.,0.054
1092,0.053,0.,0.053
1093,0.053,0.,0.053
1094,0.053,0.,0.053
1095,0.053,0.,0.053
1096,0.054,0.,0.054
1097,0.054,0.,0.054
1098,0.054,0.,0.054
1099,0.053,0.,0.053
1100,0.053,0.,0.053
1101,0.054,0.,0.054
1102,0.054,0.,0.054
1103,0.056,0.,0.054
1104,0.054,0.,0.054
1105,0.054,0.,0.054
1106,0.054,0.,0.054
1107,0.054,0.,0.054
1108,0.054,0.,0.054
1109,0.055,0.,0.055
1110,0.055,0.,0.055
1111,0.055,0.,0.055
1112,0.055,0.,0.055
1113,0.055,0.,0.055
1114,0.055,0.,0.055
1115,0.055,0.,0.055
1116,0.055,0.,0.055
1117,0.056,0.,0.056
1118,0.056,0.,0.056
1119,0.055,0.,0.055
1120,0.055,0.,0.055
1121,0.055,0.,0.055
1122,0.055,0.,0.055
1123,0.055,0.,0.055
1124,0.055,0.003,0.051
1125,0.055,0.,0.055
1126,0.056,0.,0.056
1127,0.055,0.,0.055
1128,0.055,0.,0.055
1129,0.055,0.,0.055
1130,0.055,0.,0.055
1131,0.056,0.003,0.052
1132,0.056,0.,0.056
1133,0.056,0.,0.056
1134,0.056,0.,0.056
1135,0.056,0.,0.056
1136,0.056,0.,0.056
1137,0.056,0.,0.056
1138,0.056,0.,0.056
1139,0.055,0.,0.055
1140,0.056,0.,0.056
1141,0.055,0.,0.055
1142,0.056,0.,0.056
1143,0.056,0.,0.056
1144,0.056,0.,0.056
1145,0.056,0.,0.056
1146,0.056,0.,0.056
1147,0.056,0.,0.056
1148,0.056,0.,0.056
1149,0.057,0.,0.057
1150,0.056,0.,0.056
1151,0.057,0.,0.057
1152,0.056,0.,0.056
1153,0.057,0.,0.057
1154,0.057,0.,0.057
1155,0.057,0.,0.057
1156,0.058,0.,0.058
1157,0.057,0.,0.057
1158,0.058,0.,0.058
1159,0.057,0.,0.057
1160,0.057,0.,0.057
1161,0.057,0.,0.057
1162,0.057,0.,0.057
1163,0.058,0.,0.058
1164,0.057,0.,0.057
1165,0.057,0.,0.057
1166,0.057,0.,0.057
1167,0.057,0.,0.057
1168,0.058,0.,0.058
1169,0.057,0.,0.057
1170,0.057,0.,0.057
1171,0.057,0.,0.057
1172,0.057,0.,0.057
1173,0.057,0.,0.057
1174,0.058,0.,0.058
1175,0.057,0.,0.057
1176,0.058,0.,0.058
1177,0.057,0.,0.057
1178,0.057,0.,0.057
1179,0.057,0.,0.057
1180,0.057,0.,0.057
1181,0.057,0.,0.057
1182,0.057,0.,0.057
1183,0.058,0.,0.058
1184,0.058,0.,0.058
1185,0.058,0.,0.058
1186,0.058,0.,0.058
1187,0.058,0.,0.058
1188,0.058,0.,0.058
1189,0.058,0.,0.058
1190,0.058,0.,0.058
1191,0.058,0.,0.058
1192,0.059,0.,0.059
1193,0.058,0.,0.058
1194,0.059,0.,0.059
1195,0.059,0.,0.059
1196,0.058,0.,0.058
1197,0.058,0.,0.058
1198,0.058,0.,0.058
1199,0.059,0.,0.059
1200,0.059,0.,0.059
1201,0.058,0.,0.058
1202,0.058,0.,0.058
1203,0.059,0.,0.059
1204,0.059,0.,0.059
1205,0.059,0.,0.059
1206,0.059,0.,0.059
1207,0.059,0.,0.059
1208,0.059,0.,0.059
1209,0.059,0.,0.059
1210,0.059,0.,0.059
1211,0.059,0.,0.059
1212,0.059,0.,0.059
1213,0.058,0.,0.058
1214,0.058,0.,0.058
1215,0.059,0.,0.059
1216,0.059,0.,0.059
1217,0.059,0.,0.059
1218,0.058,0.,0.058
1219,0.059,0.,0.059
1220,0.059,0.,0.059
1221,0.059,0.,0.059
1222,0.059,0.,0.059
1223,0.06,0.,0.06
1224,0.059,0.,0.059
1225,0.059,0.,0.059
1226,0.059,0.,0.059
1227,0.06,0.,0.06
1228,0.059,0.,0.059
1229,0.06,0.,0.06
1230,0.059,0.,0.059
1231,0.059,0.,0.059
1232,0.06,0.,0.06
1233,0.06,0.,0.06
1234,0.06,0.,0.06
1235,0.06,0.,0.06
1236,0.061,0.,0.061
1237,0.06,0.,0.06
1238,0.06,0.,0.06
1239,0.061,0.,0.061
1240,0.061,0.,0.061
1241,0.06,0.,0.06
1242,0.06,0.,0.06
1243,0.06,0.,0.06
1244,0.061,0.,0.061
1245,0.06,0.,0.06
1246,0.06,0.,0.06
1247,0.06,0.,0.06
1248,0.06,0.,0.06
1249,0.061,0.,0.061
1250,0.06,0.,0.06
1251,0.06,0.,0.06
1252,0.06,0.,0.06
1253,0.06,0.,0.06
1254,0.061,0.,0.061
1255,0.061,0.,0.061
1256,0.061,0.,0.061
1257,0.06,0.,0.06
1258,0.061,0.,0.061
1259,0.061,0.,0.061
1260,0.061,0.,0.061
1261,0.061,0.,0.061
1262,0.061,0.003,0.057
1263,0.061,0.,0.061
1264,0.061,0.,0.061
1265,0.062,0.,0.062
1266,0.061,0.,0.061
1267,0.062,0.,0.062
1268,0.062,0.007,0.054
1269,0.064,0.,0.064
1270,0.065,0.003,0.061
1271,0.065,0.,0.065
1272,0.062,0.,0.062
1273,0.061,0.,0.061
1274,0.061,0.,0.061
1275,0.062,0.,0.062
1276,0.062,0.,0.062
1277,0.062,0.,0.062
1278,0.062,0.,0.062
1279,0.062,0.,0.062
1280,0.062,0.,0.062
1281,0.062,0.,0.062
1282,0.062,0.,0.062
1283,0.062,0.,0.062
1284,0.062,0.,0.062
1285,0.062,0.,0.062
1286,0.061,0.,0.061
1287,0.063,0.,0.062
1288,0.062,0.,0.062
1289,0.062,0.,0.062
1290,0.063,0.,0.063
1291,0.062,0.,0.062
1292,0.062,0.,0.062
1293,0.062,0.,0.062
1294,0.062,0.,0.062
1295,0.062,0.,0.062
1296,0.063,0.,0.063
1297,0.063,0.,0.063
1298,0.062,0.,0.062
1299,0.062,0.,0.062
1300,0.062,0.,0.062
1301,0.062,0.,0.062
1302,0.063,0.,0.063
1303,0.062,0.,0.062
1304,0.062,0.,0.062
1305,0.062,0.,0.062
1306,0.063,0.,0.063
1307,0.063,0.,0.063
1308,0.063,0.,0.063
1309,0.063,0.,0.063
1310,0.062,0.,0.062
1311,0.063,0.,0.063
1312,0.063,0.,0.063
1313,0.063,0.,0.063
1314,0.064,0.,0.064
1315,0.064,0.,0.064
1316,0.064,0.,0.064
1317,0.063,0.,0.063
1318,0.063,0.,0.063
1319,0.064,0.,0.064
1320,0.063,0.,0.063
1321,0.063,0.,0.063
1322,0.063,0.,0.063
1323,0.063,0.,0.063
1324,0.064,0.,0.064
1325,0.065,0.,0.065
1326,0.065,0.,0.065
1327,0.064,0.,0.064
1328,0.064,0.,0.064
1329,0.064,0.,0.064
1330,0.064,0.,0.064
1331,0.065,0.,0.065
1332,0.064,0.,0.064
1333,0.064,0.,0.064
1334,0.064,0.,0.064
1335,0.064,0.,0.064
1336,0.065,0.,0.065
1337,0.065,0.,0.065
1338,0.064,0.,0.064
1339,0.064,0.,0.064
1340,0.064,0.,0.064
1341,0.065,0.,0.065
1342,0.064,0.,0.064
1343,0.064,0.,0.064
1344,0.064,0.,0.064
1345,0.065,0.,0.065
1346,0.065,0.,0.065
1347,0.065,0.,0.065
1348,0.064,0.,0.064
1349,0.064,0.,0.064
1350,0.065,0.,0.065
1351,0.066,0.,0.066
1352,0.065,0.,0.065
1353,0.065,0.,0.065
1354,0.064,0.,0.064
1355,0.065,0.,0.065
1356,0.064,0.,0.064
1357,0.064,0.,0.064
1358,0.065,0.,0.065
1359,0.064,0.,0.064
1360,0.065,0.,0.065
1361,0.066,0.,0.066
1362,0.065,0.,0.065
1363,0.065,0.,0.065
1364,0.065,0.,0.065
1365,0.066,0.,0.066
1366,0.065,0.,0.065
1367,0.065,0.,0.065
1368,0.066,0.,0.066
1369,0.066,0.,0.066
1370,0.066,0.,0.066
1371,0.065,0.,0.065
1372,0.066,0.,0.066
1373,0.065,0.,0.065
1374,0.066,0.,0.066
1375,0.066,0.,0.066
1376,0.066,0.,0.066
1377,0.066,0.,0.066
1378,0.066,0.,0.066
1379,0.066,0.,0.066
1380,0.066,0.,0.066
1381,0.066,0.,0.066
1382,0.066,0.,0.066
1383,0.067,0.,0.067
1384,0.066,0.,0.066
1385,0.065,0.,0.065
1386,0.066,0.,0.066
1387,0.066,0.,0.066
1388,0.066,0.,0.066
1389,0.066,0.,0.066
1390,0.066,0.,0.066
1391,0.067,0.,0.067
1392,0.067,0.,0.067
1393,0.066,0.,0.066
1394,0.067,0.,0.067
1395,0.067,0.,0.067
1396,0.066,0.,0.066
1397,0.066,0.,0.066
1398,0.066,0.,0.066
1399,0.066,0.,0.066
1400,0.066,0.,0.066
1401,0.066,0.,0.066
1402,0.067,0.,0.067
1403,0.067,0.,0.067
1404,0.067,0.,0.067
1405,0.067,0.,0.067
1406,0.067,0.,0.067
1407,0.067,0.,0.067
1408,0.067,0.,0.067
1409,0.067,0.,0.067
1410,0.067,0.,0.067
1411,0.068,0.,0.068
1412,0.068,0.,0.068
1413,0.067,0.,0.067
1414,0.068,0.,0.068
1415,0.067,0.,0.067
1416,0.067,0.,0.067
1417,0.067,0.,0.067
1418,0.068,0.,0.068
1419,0.067,0.,0.067
1420,0.067,0.,0.067
1421,0.067,0.,0.067
1422,0.068,0.,0.068
1423,0.068,0.,0.068
1424,0.068,0.,0.068
1425,0.067,0.,0.067
1426,0.068,0.,0.068
1427,0.067,0.,0.067
1428,0.067,0.,0.067
1429,0.067,0.,0.067
1430,0.067,0.,0.067
1431,0.067,0.,0.067
1432,0.067,0.,0.067
1433,0.068,0.,0.068
1434,0.068,0.,0.068
1435,0.069,0.,0.069
1436,0.069,0.,0.069
1437,0.068,0.,0.068
1438,0.068,0.,0.068
1439,0.069,0.,0.069
1440,0.069,0.,0.069
1441,0.068,0.,0.068
1442,0.069,0.,0.069
1443,0.069,0.003,0.065
1444,0.07,0.003,0.066
1445,0.07,0.007,0.062
1446,0.07,0.,0.07
1447,0.071,0.007,0.063
1448,0.072,0.,0.07
1449,0.068,0.,0.068
1450,0.068,0.,0.068
1451,0.068,0.,0.068
1452,0.068,0.,0.068
1453,0.069,0.,0.069
1454,0.069,0.,0.069
1455,0.068,0.,0.068
1456,0.082,0.,0.069
1457,0.069,0.,0.069
1458,0.069,0.,0.069
1459,0.068,0.,0.068
1460,0.069,0.,0.069
1461,0.068,0.,0.068
1462,0.069,0.,0.069
1463,0.068,0.,0.068
1464,0.069,0.,0.069
1465,0.07,0.,0.07
1466,0.069,0.,0.069
1467,0.069,0.,0.069
1468,0.069,0.,0.069
1469,0.069,0.,0.069
1470,0.069,0.,0.069
1471,0.069,0.,0.069
1472,0.069,0.,0.069
1473,0.069,0.,0.069
1474,0.069,0.,0.069
1475,0.069,0.,0.069
1476,0.069,0.,0.069
1477,0.069,0.,0.069
1478,0.069,0.,0.069
1479,0.069,0.,0.069
1480,0.069,0.,0.069
1481,0.07,0.,0.07
1482,0.07,0.,0.07
1483,0.07,0.,0.07
1484,0.069,0.,0.069
1485,0.069,0.,0.069
1486,0.07,0.,0.07
1487,0.069,0.,0.069
1488,0.07,0.,0.07
1489,0.069,0.,0.069
1490,0.07,0.,0.07
1491,0.07,0.,0.07
1492,0.07,0.,0.07
1493,0.07,0.,0.07
1494,0.069,0.,0.069
1495,0.07,0.,0.07
1496,0.07,0.,0.07
1497,0.07,0.,0.07
1498,0.07,0.,0.07
1499,0.07,0.,0.07
1500,0.068,0.,0.068
1501,0.067,0.,0.067
1502,0.068,0.,0.068
1503,0.068,0.,0.068
1504,0.068,0.,0.068
1505,0.068,0.,0.068
1506,0.067,0.,0.067
1507,0.069,0.,0.069
1508,0.068,0.,0.068
1509,0.069,0.,0.069
1510,0.068,0.,0.068
1511,0.068,0.,0.068
1512,0.068,0.,0.068
1513,0.069,0.,0.069
1514,0.069,0.,0.069
1515,0.069,0.,0.069
1516,0.068,0.,0.068
1517,0.068,0.,0.068
1518,0.068,0.,0.068
1519,0.068,0.,0.068
1520,0.069,0.,0.069
1521,0.068,0.,0.068
1522,0.069,0.,0.069
1523,0.069,0.003,0.065
1524,0.069,0.,0.069
1525,0.068,0.,0.068
1526,0.069,0.,0.069
1527,0.068,0.,0.068
1528,0.068,0.,0.068
1529,0.07,0.,0.07
1530,0.069,0.,0.069
1531,0.069,0.,0.069
1532,0.069,0.,0.069
1533,0.069,0.,0.069
1534,0.07,0.,0.07
1535,0.07,0.,0.07
1536,0.069,0.,0.069
1537,0.07,0.,0.07
1538,0.07,0.,0.07
1539,0.07,0.,0.07
1540,0.07,0.,0.07
1541,0.07,0.,0.07
1542,0.069,0.,0.069
1543,0.069,0.,0.069
1544,0.071,0.,0.07
1545,0.069,0.,0.069
1546,0.07,0.,0.07
1547,0.07,0.,0.07
1548,0.07,0.,0.07
1549,0.069,0.,0.069
1550,0.07,0.,0.07
1551,0.07,0.,0.07
1552,0.07,0.,0.07
1553,0.07,0.,0.07
1554,0.07,0.,0.07
1555,0.07,0.,0.07
1556,0.07,0.,0.07
1557,0.069,0.,0.069
1558,0.07,0.,0.07
1559,0.07,0.,0.07
1560,0.07,0.,0.07
1561,0.071,0.,0.071
1562,0.07,0.,0.07
1563,0.07,0.,0.07
1564,0.07,0.,0.07
1565,0.07,0.,0.07
1566,0.071,0.,0.071
1567,0.07,0.,0.07
1568,0.071,0.,0.071
1569,0.07,0.,0.07
1570,0.07,0.,0.07
1571,0.07,0.,0.07
1572,0.07,0.,0.07
1573,0.071,0.,0.071
1574,0.07,0.,0.07
1575,0.07,0.,0.07
1576,0.07,0.,0.07
1577,0.071,0.,0.071
1578,0.071,0.,0.071
1579,0.071,0.,0.071
1580,0.072,0.,0.072
1581,0.071,0.,0.071
1582,0.071,0.,0.071
1583,0.071,0.,0.071
1584,0.07,0.,0.07
1585,0.07,0.,0.07
1586,0.071,0.,0.071
1587,0.072,0.,0.072
1588,0.071,0.,0.071
1589,0.071,0.,0.071
1590,0.071,0.,0.071
1591,0.072,0.,0.072
1592,0.071,0.,0.071
1593,0.071,0.,0.071
1594,0.071,0.,0.071
1595,0.072,0.,0.072
1596,0.072,0.,0.072
1597,0.071,0.,0.071
1598,0.071,0.,0.071
1599,0.071,0.,0.071
1600,0.072,0.003,0.068
1601,0.072,0.,0.072
1602,0.071,0.,0.071
1603,0.071,0.,0.071
1604,0.072,0.,0.072
1605,0.072,0.,0.072
1606,0.072,0.,0.072
1607,0.072,0.,0.072
1608,0.071,0.,0.071
1609,0.072,0.,0.072
1610,0.072,0.,0.072
1611,0.071,0.,0.071
1612,0.071,0.,0.071
1613,0.072,0.,0.072
1614,0.073,0.,0.073
1615,0.072,0.,0.072
1616,0.073,0.,0.073
1617,0.072,0.,0.072
1618,0.073,0.,0.073
1619,0.073,0.,0.073
1620,0.072,0.,0.072
1621,0.073,0.,0.073
1622,0.072,0.,0.072
1623,0.073,0.,0.073
1624,0.072,0.,0.072
1625,0.073,0.,0.073
1626,0.072,0.,0.072
1627,0.073,0.,0.073
1628,0.072,0.,0.072
1629,0.072,0.,0.072
1630,0.073,0.,0.073
1631,0.072,0.,0.072
1632,0.073,0.,0.073
1633,0.072,0.,0.072
1634,0.072,0.,0.072
1635,0.073,0.,0.073
1636,0.073,0.,0.073
1637,0.073,0.,0.073
1638,0.072,0.,0.072
1639,0.073,0.,0.073
1640,0.072,0.,0.072
1641,0.072,0.,0.072
1642,0.072,0.,0.072
1643,0.073,0.,0.073
1644,0.073,0.,0.073
1645,0.072,0.,0.072
1646,0.072,0.,0.072
1647,0.073,0.,0.073
1648,0.073,0.,0.073
1649,0.073,0.,0.073
1650,0.073,0.,0.073
1651,0.073,0.,0.073
1652,0.074,0.,0.074
1653,0.073,0.,0.073
1654,0.074,0.,0.074
1655,0.074,0.,0.074
1656,0.073,0.,0.073
1657,0.073,0.,0.073
1658,0.074,0.,0.074
1659,0.074,0.,0.074
1660,0.073,0.,0.073
1661,0.073,0.,0.073
1662,0.074,0.,0.074
1663,0.074,0.,0.074
1664,0.074,0.,0.074
1665,0.074,0.,0.074
1666,0.075,0.,0.075
1667,0.074,0.,0.074
1668,0.074,0.,0.074
1669,0.074,0.,0.074
1670,0.074,0.,0.074
1671,0.073,0.,0.073
1672,0.073,0.,0.073
1673,0.074,0.,0.074
1674,0.075,0.,0.075
1675,0.074,0.,0.074
1676,0.074,0.,0.074
1677,0.073,0.,0.073
1678,0.074,0.,0.074
1679,0.075,0.,0.075
1680,0.075,0.,0.075
1681,0.073,0.,0.073
1682,0.075,0.,0.075
1683,0.074,0.,0.074
1684,0.075,0.,0.075
1685,0.075,0.,0.075
1686,0.074,0.,0.074
1687,0.074,0.,0.074
1688,0.074,0.,0.074
1689,0.074,0.,0.074
1690,0.074,0.,0.074
1691,0.074,0.,0.074
1692,0.074,0.,0.074
1693,0.074,0.,0.074
1694,0.075,0.,0.075
1695,0.075,0.,0.075
1696,0.074,0.,0.074
1697,0.074,0.,0.074
1698,0.074,0.,0.074
1699,0.075,0.,0.075
1700,0.075,0.,0.075
1701,0.075,0.,0.075
1702,0.075,0.,0.075
1703,0.076,0.,0.076
1704,0.076,0.,0.076
1705,0.076,0.,0.076
1706,0.075,0.,0.075
1707,0.075,0.,0.075
1708,0.075,0.,0.075
1709,0.076,0.,0.076
1710,0.076,0.,0.076
1711,0.075,0.,0.075
1712,0.075,0.,0.075
1713,0.076,0.,0.076
1714,0.075,0.,0.075
1715,0.075,0.,0.075
1716,0.076,0.,0.076
1717,0.076,0.,0.076
1718,0.075,0.,0.075
1719,0.075,0.,0.075
1720,0.076,0.,0.076
1721,0.075,0.,0.075
1722,0.076,0.,0.076
1723,0.076,0.,0.076
1724,0.077,0.,0.077
1725,0.077,0.,0.077
1726,0.075,0.,0.075
1727,0.076,0.,0.076
1728,0.076,0.,0.076
1729,0.076,0.,0.076
1730,0.076,0.,0.076
1731,0.076,0.,0.076
1732,0.076,0.,0.076
1733,0.076,0.,0.076
1734,0.077,0.,0.077
1735,0.076,0.,0.076
1736,0.077,0.,0.077
1737,0.076,0.,0.076
1738,0.076,0.,0.076
1739,0.076,0.,0.076
1740,0.076,0.,0.076
1741,0.076,0.,0.076
1742,0.076,0.,0.076
1743,0.076,0.,0.076
1744,0.078,0.,0.078
1745,0.076,0.,0.076
1746,0.077,0.,0.077
1747,0.078,0.,0.078
1748,0.077,0.,0.077
1749,0.076,0.,0.076
1750,0.077,0.,0.077
1751,0.077,0.,0.077
1752,0.077,0.,0.077
1753,0.078,0.,0.078
1754,0.077,0.,0.077
1755,0.077,0.,0.077
1756,0.077,0.,0.077
1757,0.078,0.,0.078
1758,0.077,0.,0.077
1759,0.078,0.,0.078
1760,0.077,0.,0.077
1761,0.077,0.,0.077
1762,0.077,0.,0.077
1763,0.077,0.,0.077
1764,0.077,0.,0.077
1765,0.077,0.,0.077
1766,0.077,0.,0.077
1767,0.077,0.,0.077
1768,0.077,0.,0.077
1769,0.078,0.,0.078
1770,0.077,0.,0.077
1771,0.077,0.,0.077
1772,0.078,0.,0.078
1773,0.077,0.,0.077
1774,0.077,0.,0.077
1775,0.078,0.,0.078
1776,0.078,0.,0.078
1777,0.078,0.,0.078
1778,0.078,0.,0.078
1779,0.078,0.,0.078
1780,0.077,0.,0.077
1781,0.077,0.,0.077
1782,0.079,0.,0.079
1783,0.078,0.,0.078
1784,0.078,0.,0.078
1785,0.079,0.,0.079
1786,0.079,0.,0.079
1787,0.079,0.,0.079
1788,0.079,0.,0.079
1789,0.078,0.,0.078
1790,0.079,0.,0.079
1791,0.079,0.,0.079
1792,0.078,0.,0.078
1793,0.079,0.,0.079
1794,0.079,0.,0.079
1795,0.078,0.,0.078
1796,0.078,0.,0.078
1797,0.079,0.,0.079
1798,0.078,0.,0.078
1799,0.078,0.,0.078
1800,0.08,0.,0.08
1801,0.079,0.,0.079
1802,0.078,0.,0.078
1803,0.079,0.,0.079
1804,0.078,0.,0.078
1805,0.078,0.,0.078
1806,0.079,0.,0.079
1807,0.079,0.,0.079
1808,0.079,0.,0.079
1809,0.079,0.,0.079
1810,0.079,0.,0.079
1811,0.079,0.,0.079
1812,0.078,0.,0.078
1813,0.08,0.,0.08
1814,0.08,0.,0.08
1815,0.08,0.,0.08
1816,0.08,0.,0.08
1817,0.08,0.,0.08
1818,0.08,0.,0.08
1819,0.079,0.,0.079
1820,0.08,0.,0.08
1821,0.08,0.,0.08
1822,0.079,0.,0.079
1823,0.079,0.,0.079
1824,0.079,0.,0.079
1825,0.079,0.,0.079
1826,0.08,0.003,0.076
1827,0.08,0.,0.08
1828,0.08,0.,0.08
1829,0.08,0.,0.08
1830,0.079,0.,0.079
1831,0.08,0.,0.08
1832,0.081,0.,0.081
1833,0.08,0.,0.08
1834,0.08,0.,0.08
1835,0.081,0.,0.081
1836,0.08,0.,0.08
1837,0.081,0.,0.081
1838,0.081,0.003,0.077
1839,0.08,0.,0.08
1840,0.08,0.,0.08
1841,0.081,0.,0.081
1842,0.079,0.,0.079
1843,0.08,0.,0.08
1844,0.08,0.,0.08
1845,0.081,0.,0.081
1846,0.081,0.,0.081
1847,0.08,0.,0.08
1848,0.08,0.,0.08
1849,0.08,0.,0.08
1850,0.081,0.,0.081
1851,0.081,0.,0.081
1852,0.08,0.,0.08
1853,0.081,0.,0.081
1854,0.08,0.,0.08
1855,0.08,0.,0.08
1856,0.08,0.,0.08
1857,0.08,0.,0.08
1858,0.081,0.,0.081
1859,0.081,0.,0.081
1860,0.081,0.,0.081
1861,0.08,0.,0.08
1862,0.081,0.,0.081
1863,0.081,0.,0.081
1864,0.081,0.,0.081
1865,0.081,0.,0.081
1866,0.082,0.,0.082
1867,0.082,0.,0.082
1868,0.081,0.,0.081
1869,0.081,0.,0.081
1870,0.081,0.,0.081
1871,0.082,0.,0.082
1872,0.081,0.,0.081
1873,0.082,0.,0.082
1874,0.082,0.,0.082
1875,0.081,0.,0.081
1876,0.082,0.,0.082
1877,0.081,0.,0.081
1878,0.081,0.003,0.077
1879,0.082,0.,0.082
1880,0.082,0.,0.081
1881,0.081,0.,0.081
1882,0.082,0.,0.082
1883,0.082,0.,0.082
1884,0.082,0.,0.082
1885,0.081,0.,0.081
1886,0.083,0.,0.083
1887,0.082,0.,0.082
1888,0.083,0.,0.083
1889,0.083,0.,0.083
1890,0.083,0.,0.083
1891,0.082,0.,0.082
1892,0.082,0.,0.082
1893,0.082,0.,0.082
1894,0.082,0.,0.082
1895,0.083,0.,0.083
1896,0.082,0.,0.082
1897,0.083,0.,0.083
1898,0.083,0.,0.083
1899,0.082,0.,0.082
1900,0.082,0.,0.082
1901,0.082,0.,0.082
1902,0.082,0.,0.082
1903,0.082,0.,0.082
1904,0.082,0.,0.082
1905,0.082,0.,0.082
1906,0.082,0.,0.082
1907,0.084,0.,0.084
1908,0.082,0.,0.082
1909,0.082,0.,0.082
1910,0.082,0.,0.082
1911,0.082,0.,0.082
1912,0.083,0.,0.083
1913,0.083,0.,0.083
1914,0.082,0.,0.082
1915,0.082,0.,0.082
1916,0.083,0.,0.083
1917,0.083,0.,0.083
1918,0.082,0.,0.082
1919,0.083,0.,0.083
1920,0.083,0.,0.083
1921,0.083,0.,0.083
1922,0.084,0.,0.084
1923,0.084,0.,0.084
1924,0.084,0.,0.084
1925,0.084,0.,0.084
1926,0.083,0.,0.082
1927,0.084,0.,0.084
1928,0.083,0.,0.083
1929,0.083,0.,0.083
1930,0.084,0.,0.084
1931,0.084,0.,0.084
1932,0.084,0.,0.084
1933,0.083,0.,0.083
1934,0.083,0.,0.083
1935,0.084,0.,0.084
1936,0.084,0.,0.084
1937,0.084,0.,0.084
1938,0.083,0.,0.083
1939,0.083,0.,0.083
1940,0.084,0.,0.084
1941,0.084,0.,0.084
1942,0.084,0.,0.084
1943,0.083,0.,0.083
1944,0.084,0.,0.084
1945,0.085,0.,0.085
1946,0.083,0.,0.083
1947,0.083,0.,0.083
1948,0.084,0.,0.084
1949,0.084,0.,0.084
1950,0.085,0.,0.085
1951,0.085,0.,0.085
1952,0.084,0.,0.084
1953,0.085,0.,0.085
1954,0.085,0.,0.085
1955,0.084,0.,0.084
1956,0.085,0.,0.085
1957,0.085,0.,0.085
1958,0.084,0.,0.084
1959,0.085,0.,0.085
1960,0.085,0.,0.085
1961,0.084,0.,0.084
1962,0.086,0.,0.086
1963,0.084,0.,0.084
1964,0.084,0.,0.084
1965,0.084,0.,0.084
1966,0.084,0.,0.084
1967,0.085,0.,0.085
1968,0.084,0.,0.084
1969,0.084,0.,0.084
1970,0.085,0.,0.085
1971,0.085,0.,0.085
1972,0.084,0.,0.084
1973,0.085,0.,0.085
1974,0.085,0.,0.085
1975,0.086,0.,0.086
1976,0.085,0.,0.085
1977,0.085,0.,0.085
1978,0.084,0.,0.084
1979,0.084,0.,0.084
1980,0.084,0.,0.084
1981,0.085,0.,0.085
1982,0.085,0.,0.085
1983,0.085,0.,0.085
1984,0.085,0.,0.085
1985,0.085,0.,0.085
1986,0.086,0.,0.086
1987,0.085,0.,0.085
1988,0.085,0.,0.085
1989,0.085,0.,0.085
1990,0.086,0.,0.086
1991,0.086,0.,0.086
1992,0.086,0.,0.086
1993,0.086,0.,0.086
1994,0.085,0.,0.085
1995,0.086,0.,0.086
1996,0.085,0.,0.085
1997,0.085,0.,0.085
1998,0.086,0.,0.086
1999,0.086,0.,0.086
2000,0.086,0.,0.086
2001,0.085,0.,0.085
2002,0.086,0.,0.086
2003,0.086,0.,0.086
2004,0.086,0.,0.086
2005,0.085,0.,0.085
2006,0.086,0.,0.086
2007,0.086,0.,0.086
2008,0.085,0.,0.085
2009,0.086,0.,0.086
2010,0.086,0.,0.086
2011,0.086,0.,0.086
2012,0.086,0.,0.086
2013,0.087,0.,0.087
2014,0.086,0.,0.086
2015,0.087,0.,0.087
2016,0.087,0.,0.087
2017,0.086,0.,0.086
2018,0.086,0.,0.086
2019,0.087,0.,0.087
2020,0.086,0.,0.086
2021,0.086,0.,0.086
2022,0.087,0.,0.087
2023,0.086,0.,0.086
2024,0.088,0.,0.088
2025,0.087,0.,0.087
2026,0.087,0.,0.087
2027,0.086,0.,0.086
2028,0.087,0.,0.087
2029,0.087,0.,0.087
2030,0.086,0.,0.086
2031,0.087,0.,0.087
2032,0.087,0.,0.087
2033,0.087,0.,0.087
2034,0.088,0.,0.088
2035,0.087,0.,0.087
2036,0.087,0.,0.087
2037,0.087,0.,0.087
2038,0.087,0.003,0.083
2039,0.087,0.,0.087
2040,0.088,0.,0.088
2041,0.087,0.,0.087
2042,0.087,0.,0.087
2043,0.087,0.,0.087
2044,0.087,0.,0.087
2045,0.088,0.,0.088
2046,0.088,0.,0.088
2047,0.088,0.,0.088
