param-n,uconstr-I-1000-real,uconstr-I-1000-sys,uconstr-I-1000-user
2048,0.088,0.,0.088
2049,0.087,0.,0.087
2050,0.087,0.,0.087
2051,0.087,0.,0.087
2052,0.089,0.,0.089
2053,0.088,0.,0.088
2054,0.088,0.,0.088
2055,0.088,0.,0.088
2056,0.088,0.,0.088
2057,0.088,0.,0.088
2058,0.088,0.,0.088
2059,0.088,0.,0.088
2060,0.088,0.,0.088
2061,0.087,0.,0.087
2062,0.087,0.,0.087
2063,0.088,0.,0.088
2064,0.088,0.,0.088
2065,0.087,0.,0.087
2066,0.089,0.,0.089
2067,0.088,0.,0.088
2068,0.088,0.,0.088
2069,0.089,0.,0.089
2070,0.088,0.,0.088
2071,0.088,0.,0.088
2072,0.088,0.,0.088
2073,0.088,0.,0.088
2074,0.088,0.,0.088
2075,0.088,0.,0.088
2076,0.088,0.,0.088
2077,0.088,0.,0.088
2078,0.088,0.,0.088
2079,0.088,0.,0.088
2080,0.088,0.,0.088
2081,0.089,0.,0.089
2082,0.09,0.,0.09
2083,0.089,0.,0.089
2084,0.089,0.,0.089
2085,0.089,0.,0.089
2086,0.09,0.,0.09
2087,0.089,0.,0.089
2088,0.089,0.,0.089
2089,0.09,0.,0.09
2090,0.089,0.,0.089
2091,0.089,0.,0.089
2092,0.089,0.,0.089
2093,0.089,0.,0.089
2094,0.09,0.,0.09
2095,0.09,0.,0.09
2096,0.089,0.,0.089
2097,0.089,0.,0.089
2098,0.089,0.,0.089
2099,0.09,0.,0.09
2100,0.089,0.,0.089
2101,0.089,0.,0.089
2102,0.089,0.,0.089
2103,0.089,0.,0.089
2104,0.09,0.,0.09
2105,0.089,0.,0.089
2106,0.089,0.,0.089
2107,0.089,0.,0.089
2108,0.09,0.,0.09
2109,0.09,0.,0.09
2110,0.089,0.,0.089
2111,0.089,0.,0.089
2112,0.09,0.,0.09
2113,0.09,0.,0.09
2114,0.091,0.,0.091
2115,0.09,0.,0.09
2116,0.091,0.,0.091
2117,0.09,0.,0.09
2118,0.09,0.,0.09
2119,0.09,0.,0.09
2120,0.09,0.,0.09
2121,0.09,0.,0.09
2122,0.091,0.,0.091
2123,0.091,0.,0.091
2124,0.091,0.,0.091
2125,0.09,0.,0.09
2126,0.09,0.,0.09
2127,0.091,0.,0.091
2128,0.09,0.,0.09
2129,0.09,0.,0.09
2130,0.091,0.,0.091
2131,0.091,0.,0.091
2132,0.09,0.,0.09
2133,0.09,0.,0.09
2134,0.09,0.,0.09
2135,0.09,0.,0.09
2136,0.091,0.,0.091
2137,0.091,0.,0.091
2138,0.091,0.,0.091
2139,0.091,0.,0.091
2140,0.091,0.,0.091
2141,0.091,0.,0.091
2142,0.091,0.,0.091
2143,0.091,0.,0.091
2144,0.091,0.,0.091
2145,0.092,0.,0.092
2146,0.092,0.,0.092
2147,0.091,0.,0.091
2148,0.091,0.,0.091
2149,0.09,0.,0.09
2150,0.091,0.,0.091
2151,0.092,0.,0.092
2152,0.091,0.,0.091
2153,0.092,0.,0.092
2154,0.092,0.,0.092
2155,0.092,0.,0.092
2156,0.093,0.,0.093
2157,0.092,0.,0.092
2158,0.092,0.,0.092
2159,0.091,0.,0.091
2160,0.092,0.,0.092
2161,0.091,0.,0.091
2162,0.091,0.,0.091
2163,0.091,0.,0.091
2164,0.092,0.,0.092
2165,0.092,0.,0.092
2166,0.092,0.,0.092
2167,0.092,0.,0.092
2168,0.092,0.,0.092
2169,0.093,0.,0.093
2170,0.091,0.,0.091
2171,0.091,0.,0.091
2172,0.093,0.,0.093
2173,0.093,0.,0.093
2174,0.091,0.,0.091
2175,0.092,0.,0.092
2176,0.092,0.,0.092
2177,0.092,0.,0.092
2178,0.092,0.,0.092
2179,0.093,0.,0.093
2180,0.092,0.,0.092
2181,0.093,0.,0.093
2182,0.092,0.,0.092
2183,0.092,0.,0.092
2184,0.092,0.,0.092
2185,0.092,0.,0.092
2186,0.093,0.,0.093
2187,0.092,0.,0.092
2188,0.093,0.,0.093
2189,0.093,0.,0.093
2190,0.092,0.,0.092
2191,0.093,0.,0.093
2192,0.093,0.,0.093
2193,0.093,0.,0.093
2194,0.092,0.,0.092
2195,0.093,0.,0.093
2196,0.093,0.,0.093
2197,0.093,0.,0.093
2198,0.093,0.,0.093
2199,0.093,0.,0.093
2200,0.094,0.,0.094
2201,0.095,0.,0.095
2202,0.093,0.,0.093
2203,0.093,0.,0.093
2204,0.093,0.,0.093
2205,0.094,0.,0.094
2206,0.094,0.003,0.09
2207,0.093,0.,0.093
2208,0.093,0.,0.093
2209,0.094,0.,0.094
2210,0.094,0.,0.094
2211,0.094,0.,0.094
2212,0.093,0.,0.093
2213,0.093,0.,0.093
2214,0.094,0.,0.094
2215,0.094,0.,0.094
2216,0.095,0.,0.095
2217,0.093,0.,0.093
2218,0.094,0.,0.094
2219,0.094,0.,0.094
2220,0.094,0.,0.094
2221,0.094,0.,0.094
2222,0.094,0.,0.094
2223,0.094,0.,0.094
2224,0.095,0.,0.095
2225,0.094,0.,0.094
2226,0.093,0.,0.093
2227,0.094,0.,0.094
2228,0.094,0.,0.094
2229,0.094,0.,0.094
2230,0.094,0.,0.094
2231,0.094,0.,0.094
2232,0.093,0.,0.093
2233,0.095,0.,0.095
2234,0.094,0.,0.094
2235,0.094,0.,0.094
2236,0.094,0.,0.094
2237,0.095,0.,0.095
2238,0.095,0.,0.095
2239,0.094,0.,0.094
2240,0.095,0.,0.095
2241,0.095,0.,0.095
2242,0.095,0.,0.095
2243,0.095,0.,0.095
2244,0.094,0.,0.094
2245,0.095,0.,0.095
2246,0.095,0.,0.095
2247,0.094,0.,0.094
2248,0.095,0.,0.095
2249,0.095,0.,0.095
2250,0.094,0.,0.094
2251,0.095,0.,0.095
2252,0.094,0.,0.094
2253,0.095,0.,0.095
2254,0.096,0.,0.096
2255,0.095,0.,0.095
2256,0.095,0.,0.095
2257,0.095,0.,0.095
2258,0.095,0.,0.095
2259,0.096,0.,0.096
2260,0.096,0.,0.096
2261,0.095,0.,0.095
2262,0.095,0.,0.095
2263,0.095,0.,0.095
2264,0.095,0.,0.095
2265,0.095,0.,0.095
2266,0.095,0.,0.095
2267,0.095,0.,0.095
2268,0.096,0.,0.096
2269,0.095,0.,0.095
2270,0.096,0.,0.096
2271,0.097,0.,0.097
2272,0.096,0.,0.096
2273,0.095,0.,0.095
2274,0.095,0.,0.095
2275,0.097,0.,0.097
2276,0.095,0.,0.095
2277,0.095,0.,0.095
2278,0.096,0.,0.096
2279,0.096,0.,0.096
2280,0.096,0.,0.096
2281,0.097,0.,0.097
2282,0.097,0.,0.097
2283,0.096,0.,0.096
2284,0.096,0.,0.096
2285,0.097,0.,0.097
2286,0.096,0.,0.096
2287,0.096,0.,0.096
2288,0.096,0.,0.096
2289,0.097,0.,0.097
2290,0.096,0.,0.096
2291,0.097,0.,0.097
2292,0.096,0.,0.096
2293,0.097,0.,0.097
2294,0.097,0.,0.097
2295,0.097,0.,0.097
2296,0.097,0.,0.097
2297,0.097,0.,0.097
2298,0.097,0.,0.097
2299,0.097,0.,0.097
2300,0.097,0.,0.097
2301,0.097,0.,0.097
2302,0.096,0.,0.096
2303,0.098,0.,0.098
2304,0.097,0.,0.097
2305,0.097,0.,0.097
2306,0.097,0.,0.097
2307,0.097,0.,0.097
2308,0.096,0.,0.096
2309,0.097,0.,0.097
2310,0.097,0.,0.097
2311,0.097,0.,0.097
2312,0.097,0.,0.097
2313,0.097,0.,0.097
2314,0.097,0.,0.097
2315,0.098,0.,0.098
2316,0.097,0.,0.097
2317,0.097,0.,0.097
2318,0.096,0.,0.096
2319,0.097,0.,0.097
2320,0.097,0.,0.097
2321,0.098,0.,0.098
2322,0.097,0.,0.097
2323,0.098,0.,0.098
2324,0.098,0.,0.098
2325,0.097,0.,0.097
2326,0.097,0.,0.097
2327,0.098,0.,0.098
2328,0.097,0.,0.097
2329,0.097,0.,0.097
2330,0.098,0.,0.098
2331,0.098,0.,0.098
2332,0.098,0.,0.098
2333,0.098,0.,0.098
2334,0.098,0.,0.098
2335,0.098,0.,0.098
2336,0.098,0.,0.098
2337,0.098,0.,0.098
2338,0.098,0.,0.098
2339,0.098,0.,0.098
2340,0.098,0.,0.098
2341,0.098,0.,0.098
2342,0.098,0.,0.098
2343,0.098,0.,0.098
2344,0.099,0.,0.099
2345,0.098,0.,0.098
2346,0.099,0.,0.099
2347,0.098,0.,0.098
2348,0.098,0.,0.098
2349,0.098,0.,0.098
2350,0.099,0.,0.099
2351,0.099,0.,0.099
2352,0.099,0.,0.099
2353,0.099,0.,0.099
2354,0.098,0.,0.098
2355,0.098,0.,0.098
2356,0.099,0.,0.099
2357,0.099,0.,0.099
2358,0.099,0.,0.099
2359,0.099,0.,0.099
2360,0.099,0.,0.099
2361,0.1,0.,0.1
2362,0.098,0.,0.098
2363,0.099,0.,0.099
2364,0.098,0.,0.098
2365,0.1,0.,0.1
2366,0.099,0.,0.099
2367,0.1,0.,0.1
2368,0.099,0.,0.099
2369,0.1,0.,0.1
2370,0.099,0.,0.099
2371,0.1,0.,0.1
2372,0.099,0.,0.099
2373,0.099,0.,0.099
2374,0.1,0.,0.1
2375,0.099,0.,0.099
2376,0.099,0.,0.099
2377,0.099,0.,0.099
2378,0.1,0.,0.1
2379,0.1,0.,0.1
2380,0.099,0.,0.099
2381,0.099,0.,0.099
2382,0.099,0.,0.099
2383,0.1,0.,0.1
2384,0.1,0.,0.1
2385,0.099,0.,0.099
2386,0.1,0.,0.1
2387,0.099,0.,0.099
2388,0.101,0.,0.101
2389,0.099,0.,0.099
2390,0.1,0.,0.1
2391,0.1,0.,0.1
2392,0.1,0.,0.1
2393,0.1,0.,0.1
2394,0.1,0.,0.1
2395,0.1,0.,0.1
2396,0.099,0.,0.099
2397,0.1,0.,0.1
2398,0.101,0.,0.101
2399,0.101,0.,0.101
2400,0.1,0.,0.1
2401,0.101,0.,0.101
2402,0.1,0.,0.1
2403,0.1,0.,0.1
2404,0.1,0.,0.1
2405,0.1,0.,0.1
2406,0.1,0.,0.1
2407,0.1,0.,0.1
2408,0.1,0.,0.1
2409,0.1,0.,0.1
2410,0.1,0.,0.1
2411,0.101,0.,0.101
2412,0.101,0.,0.101
2413,0.101,0.,0.101
2414,0.1,0.,0.1
2415,0.1,0.,0.1
2416,0.1,0.,0.1
2417,0.101,0.,0.101
2418,0.101,0.,0.101
2419,0.1,0.,0.1
2420,0.101,0.,0.101
2421,0.101,0.,0.101
2422,0.101,0.,0.101
2423,0.1,0.,0.1
2424,0.102,0.,0.102
2425,0.102,0.,0.102
2426,0.101,0.,0.101
2427,0.102,0.,0.102
2428,0.101,0.,0.101
2429,0.101,0.,0.101
2430,0.101,0.,0.101
2431,0.101,0.,0.101
2432,0.101,0.,0.101
2433,0.102,0.,0.102
2434,0.102,0.,0.102
2435,0.101,0.,0.101
2436,0.101,0.,0.101
2437,0.102,0.,0.102
2438,0.102,0.,0.102
2439,0.102,0.,0.102
2440,0.101,0.,0.101
2441,0.103,0.,0.103
2442,0.102,0.,0.102
2443,0.101,0.,0.101
2444,0.102,0.,0.102
2445,0.101,0.,0.101
2446,0.102,0.,0.102
2447,0.101,0.,0.101
2448,0.101,0.003,0.097
2449,0.101,0.,0.101
2450,0.103,0.,0.103
2451,0.102,0.,0.102
2452,0.103,0.,0.103
2453,0.103,0.,0.103
2454,0.102,0.,0.102
2455,0.103,0.,0.103
2456,0.102,0.,0.102
2457,0.103,0.,0.103
2458,0.102,0.,0.102
2459,0.102,0.,0.102
2460,0.102,0.,0.102
2461,0.102,0.,0.102
2462,0.102,0.,0.102
2463,0.102,0.,0.102
2464,0.102,0.,0.102
2465,0.103,0.,0.103
2466,0.103,0.,0.103
2467,0.102,0.,0.102
2468,0.102,0.,0.102
2469,0.102,0.,0.102
2470,0.104,0.,0.104
2471,0.103,0.,0.103
2472,0.103,0.,0.103
2473,0.102,0.,0.102
2474,0.104,0.,0.104
2475,0.103,0.,0.103
2476,0.103,0.,0.103
2477,0.103,0.,0.103
2478,0.103,0.,0.103
2479,0.104,0.,0.104
2480,0.103,0.,0.103
2481,0.104,0.,0.104
2482,0.103,0.,0.103
2483,0.103,0.,0.103
2484,0.103,0.,0.103
2485,0.103,0.,0.103
2486,0.104,0.,0.104
2487,0.103,0.,0.103
2488,0.103,0.,0.103
2489,0.104,0.,0.104
2490,0.103,0.,0.103
2491,0.103,0.,0.103
2492,0.103,0.,0.103
2493,0.104,0.,0.104
2494,0.103,0.,0.103
2495,0.105,0.,0.105
2496,0.104,0.,0.104
2497,0.105,0.,0.105
2498,0.104,0.,0.104
2499,0.104,0.,0.104
2500,0.104,0.,0.104
2501,0.104,0.,0.104
2502,0.104,0.,0.104
2503,0.104,0.,0.104
2504,0.104,0.,0.104
2505,0.104,0.,0.104
2506,0.103,0.,0.103
2507,0.104,0.,0.104
2508,0.105,0.,0.105
2509,0.104,0.,0.104
2510,0.104,0.,0.104
2511,0.105,0.,0.105
2512,0.104,0.,0.104
2513,0.104,0.,0.104
2514,0.104,0.,0.104
2515,0.104,0.,0.104
2516,0.105,0.,0.105
2517,0.105,0.,0.105
2518,0.104,0.,0.104
2519,0.105,0.,0.105
2520,0.104,0.,0.104
2521,0.105,0.,0.105
2522,0.104,0.,0.104
2523,0.104,0.,0.104
2524,0.105,0.,0.105
2525,0.105,0.,0.105
2526,0.105,0.,0.105
2527,0.105,0.,0.105
2528,0.105,0.,0.105
2529,0.105,0.,0.105
2530,0.105,0.,0.105
2531,0.104,0.,0.104
2532,0.105,0.,0.105
2533,0.105,0.,0.105
2534,0.106,0.,0.106
2535,0.105,0.,0.105
2536,0.105,0.,0.105
2537,0.106,0.,0.106
2538,0.105,0.,0.105
2539,0.105,0.,0.105
2540,0.105,0.,0.105
2541,0.106,0.,0.106
2542,0.105,0.,0.105
2543,0.105,0.,0.105
2544,0.105,0.,0.105
2545,0.106,0.,0.106
2546,0.105,0.,0.105
2547,0.105,0.,0.105
2548,0.105,0.,0.105
2549,0.105,0.,0.105
2550,0.105,0.,0.105
2551,0.106,0.,0.106
2552,0.106,0.,0.106
2553,0.106,0.,0.106
2554,0.105,0.,0.105
2555,0.107,0.,0.107
2556,0.106,0.,0.106
2557,0.107,0.,0.107
2558,0.105,0.,0.105
2559,0.106,0.,0.106
2560,0.107,0.,0.107
2561,0.106,0.,0.106
2562,0.106,0.,0.106
2563,0.106,0.,0.106
2564,0.106,0.,0.106
2565,0.106,0.,0.106
2566,0.106,0.,0.106
2567,0.106,0.,0.106
2568,0.106,0.,0.106
2569,0.106,0.,0.106
2570,0.106,0.,0.106
2571,0.106,0.,0.106
2572,0.106,0.,0.106
2573,0.106,0.,0.106
2574,0.107,0.,0.107
2575,0.106,0.,0.106
2576,0.106,0.,0.106
2577,0.106,0.,0.106
2578,0.106,0.,0.106
2579,0.107,0.,0.107
2580,0.106,0.,0.106
2581,0.106,0.,0.106
2582,0.107,0.,0.107
2583,0.108,0.,0.108
2584,0.108,0.,0.108
2585,0.107,0.,0.107
2586,0.107,0.,0.107
2587,0.107,0.,0.107
2588,0.108,0.,0.108
2589,0.108,0.,0.108
2590,0.108,0.,0.108
2591,0.107,0.,0.107
2592,0.107,0.,0.107
2593,0.107,0.,0.107
2594,0.107,0.,0.107
2595,0.107,0.,0.107
2596,0.107,0.,0.107
2597,0.108,0.,0.108
2598,0.107,0.,0.107
2599,0.107,0.,0.107
2600,0.108,0.,0.108
2601,0.108,0.,0.108
2602,0.108,0.,0.108
2603,0.108,0.,0.108
2604,0.108,0.,0.108
2605,0.108,0.,0.108
2606,0.107,0.,0.107
2607,0.108,0.,0.108
2608,0.107,0.,0.107
2609,0.108,0.,0.108
2610,0.108,0.,0.108
2611,0.108,0.,0.108
2612,0.109,0.,0.109
2613,0.108,0.,0.108
2614,0.108,0.,0.108
2615,0.108,0.,0.108
2616,0.108,0.,0.108
2617,0.108,0.,0.108
2618,0.107,0.,0.107
2619,0.108,0.,0.108
2620,0.108,0.,0.108
2621,0.11,0.,0.11
2622,0.109,0.,0.109
2623,0.108,0.,0.108
2624,0.108,0.,0.108
2625,0.108,0.,0.108
2626,0.109,0.,0.109
2627,0.109,0.,0.109
2628,0.108,0.,0.108
2629,0.108,0.,0.108
2630,0.109,0.,0.109
2631,0.108,0.,0.108
2632,0.109,0.,0.109
2633,0.109,0.,0.109
2634,0.108,0.,0.108
2635,0.11,0.,0.11
2636,0.108,0.,0.108
2637,0.109,0.,0.109
2638,0.109,0.,0.109
2639,0.109,0.,0.109
2640,0.109,0.,0.109
2641,0.109,0.,0.109
2642,0.109,0.,0.109
2643,0.11,0.,0.11
2644,0.109,0.,0.109
2645,0.109,0.,0.109
2646,0.11,0.,0.11
2647,0.109,0.,0.109
2648,0.11,0.,0.11
2649,0.109,0.,0.109
2650,0.11,0.,0.11
2651,0.109,0.,0.109
2652,0.109,0.,0.109
2653,0.11,0.,0.11
2654,0.11,0.,0.11
2655,0.111,0.,0.111
2656,0.11,0.,0.11
2657,0.111,0.,0.111
2658,0.109,0.,0.109
2659,0.11,0.,0.11
2660,0.11,0.,0.11
2661,0.11,0.,0.11
2662,0.11,0.,0.11
2663,0.11,0.,0.11
2664,0.11,0.,0.11
2665,0.11,0.,0.11
2666,0.11,0.,0.11
2667,0.11,0.,0.11
2668,0.11,0.,0.11
2669,0.11,0.,0.11
2670,0.11,0.,0.11
2671,0.11,0.,0.11
2672,0.111,0.,0.111
2673,0.111,0.,0.111
2674,0.11,0.,0.11
2675,0.111,0.,0.111
2676,0.11,0.,0.11
2677,0.11,0.,0.11
2678,0.112,0.,0.112
2679,0.111,0.,0.111
2680,0.112,0.,0.112
2681,0.111,0.,0.111
2682,0.11,0.,0.11
2683,0.111,0.,0.111
2684,0.11,0.,0.11
2685,0.111,0.,0.111
2686,0.111,0.,0.111
2687,0.111,0.,0.111
2688,0.111,0.,0.111
2689,0.111,0.,0.111
2690,0.111,0.,0.111
2691,0.111,0.,0.111
2692,0.111,0.,0.111
2693,0.111,0.,0.111
2694,0.111,0.,0.111
2695,0.112,0.,0.112
2696,0.112,0.,0.112
2697,0.112,0.,0.112
2698,0.112,0.,0.112
2699,0.112,0.,0.112
2700,0.111,0.,0.111
2701,0.111,0.,0.111
2702,0.111,0.,0.111
2703,0.111,0.,0.111
2704,0.112,0.,0.112
2705,0.112,0.,0.112
2706,0.112,0.,0.112
2707,0.111,0.,0.111
2708,0.111,0.,0.111
2709,0.112,0.,0.112
2710,0.113,0.,0.113
2711,0.112,0.,0.112
2712,0.112,0.,0.112
2713,0.112,0.,0.112
2714,0.113,0.,0.113
2715,0.112,0.,0.112
2716,0.112,0.,0.112
2717,0.112,0.,0.112
2718,0.112,0.,0.112
2719,0.112,0.,0.112
2720,0.112,0.,0.112
2721,0.112,0.,0.112
2722,0.112,0.,0.112
2723,0.112,0.,0.112
2724,0.112,0.,0.112
2725,0.113,0.,0.113
2726,0.113,0.,0.113
2727,0.113,0.,0.113
2728,0.113,0.,0.113
2729,0.113,0.,0.113
2730,0.114,0.,0.114
2731,0.113,0.,0.113
2732,0.113,0.,0.113
2733,0.113,0.,0.113
2734,0.113,0.,0.113
2735,0.114,0.,0.114
2736,0.112,0.,0.112
2737,0.113,0.,0.113
2738,0.112,0.,0.112
2739,0.113,0.,0.113
2740,0.112,0.,0.112
2741,0.114,0.,0.114
2742,0.114,0.,0.114
2743,0.113,0.,0.113
2744,0.113,0.,0.113
2745,0.113,0.,0.113
2746,0.114,0.,0.114
2747,0.113,0.,0.113
2748,0.113,0.,0.113
2749,0.114,0.,0.114
2750,0.113,0.,0.113
2751,0.114,0.,0.114
2752,0.113,0.,0.113
2753,0.114,0.,0.114
2754,0.114,0.,0.114
2755,0.114,0.,0.114
2756,0.113,0.,0.113
2757,0.114,0.,0.114
2758,0.113,0.,0.113
2759,0.114,0.,0.114
2760,0.114,0.,0.114
2761,0.114,0.,0.114
2762,0.113,0.,0.113
2763,0.113,0.,0.113
2764,0.114,0.,0.114
2765,0.114,0.,0.114
2766,0.113,0.,0.113
2767,0.114,0.,0.114
2768,0.114,0.,0.114
2769,0.115,0.,0.115
2770,0.114,0.,0.114
2771,0.115,0.,0.115
2772,0.114,0.,0.114
2773,0.114,0.,0.114
2774,0.114,0.,0.114
2775,0.114,0.,0.114
2776,0.115,0.,0.115
2777,0.115,0.,0.115
2778,0.114,0.,0.114
2779,0.114,0.,0.114
2780,0.114,0.,0.114
2781,0.114,0.,0.114
2782,0.114,0.,0.114
2783,0.114,0.,0.114
2784,0.114,0.,0.114
2785,0.115,0.,0.115
2786,0.114,0.,0.114
2787,0.114,0.,0.114
2788,0.114,0.,0.114
2789,0.114,0.,0.114
2790,0.115,0.,0.115
2791,0.116,0.,0.116
2792,0.115,0.,0.115
2793,0.116,0.,0.116
2794,0.115,0.,0.115
2795,0.115,0.,0.115
2796,0.115,0.,0.115
2797,0.115,0.,0.115
2798,0.116,0.,0.116
2799,0.115,0.,0.115
2800,0.115,0.,0.115
2801,0.116,0.,0.116
2802,0.116,0.,0.116
2803,0.116,0.,0.116
2804,0.116,0.,0.116
2805,0.116,0.,0.116
2806,0.116,0.,0.116
2807,0.115,0.,0.115
2808,0.117,0.,0.117
2809,0.117,0.,0.117
2810,0.116,0.,0.116
2811,0.115,0.,0.115
2812,0.116,0.,0.116
2813,0.116,0.,0.116
2814,0.116,0.,0.116
2815,0.116,0.,0.116
2816,0.116,0.,0.116
2817,0.116,0.,0.116
2818,0.116,0.,0.116
2819,0.116,0.,0.116
2820,0.115,0.,0.115
2821,0.116,0.,0.116
2822,0.116,0.,0.116
2823,0.116,0.,0.116
2824,0.116,0.,0.116
2825,0.116,0.,0.116
2826,0.117,0.,0.117
2827,0.116,0.,0.116
2828,0.116,0.,0.116
2829,0.116,0.,0.116
2830,0.116,0.,0.116
2831,0.116,0.,0.116
2832,0.116,0.,0.116
2833,0.116,0.,0.116
2834,0.116,0.,0.116
2835,0.117,0.,0.117
2836,0.116,0.,0.116
2837,0.117,0.,0.117
2838,0.117,0.,0.117
2839,0.117,0.,0.117
2840,0.117,0.,0.117
2841,0.117,0.,0.117
2842,0.116,0.,0.116
2843,0.118,0.,0.118
2844,0.117,0.,0.117
2845,0.117,0.,0.117
2846,0.117,0.,0.117
2847,0.118,0.,0.118
2848,0.118,0.,0.118
2849,0.116,0.,0.116
2850,0.118,0.,0.118
2851,0.117,0.,0.117
2852,0.117,0.,0.117
2853,0.118,0.,0.118
2854,0.118,0.,0.118
2855,0.117,0.,0.117
2856,0.117,0.,0.117
2857,0.118,0.,0.118
2858,0.118,0.,0.118
2859,0.118,0.,0.118
2860,0.117,0.,0.117
2861,0.117,0.,0.117
2862,0.117,0.,0.117
2863,0.117,0.,0.117
2864,0.118,0.,0.118
2865,0.117,0.,0.117
2866,0.117,0.,0.117
2867,0.119,0.,0.119
2868,0.117,0.,0.117
2869,0.117,0.,0.117
2870,0.117,0.,0.117
2871,0.117,0.,0.117
2872,0.117,0.,0.117
2873,0.118,0.,0.118
2874,0.117,0.,0.117
2875,0.117,0.,0.117
2876,0.118,0.,0.118
2877,0.119,0.,0.119
2878,0.118,0.,0.118
2879,0.119,0.,0.119
2880,0.118,0.,0.118
2881,0.119,0.,0.119
2882,0.118,0.,0.118
2883,0.118,0.,0.118
2884,0.118,0.,0.118
2885,0.118,0.,0.118
2886,0.118,0.,0.118
2887,0.119,0.,0.119
2888,0.118,0.,0.118
2889,0.118,0.,0.118
2890,0.118,0.,0.118
2891,0.118,0.,0.118
2892,0.119,0.,0.119
2893,0.119,0.,0.119
2894,0.119,0.,0.119
2895,0.118,0.,0.118
2896,0.119,0.,0.119
2897,0.118,0.,0.118
2898,0.119,0.,0.119
2899,0.119,0.,0.119
2900,0.119,0.,0.119
2901,0.118,0.,0.118
2902,0.118,0.,0.118
2903,0.119,0.,0.119
2904,0.118,0.,0.118
2905,0.12,0.,0.12
2906,0.118,0.,0.118
2907,0.119,0.,0.119
2908,0.119,0.,0.119
2909,0.12,0.003,0.116
2910,0.12,0.,0.12
2911,0.119,0.,0.119
2912,0.119,0.,0.119
2913,0.119,0.,0.119
2914,0.119,0.,0.119
2915,0.12,0.,0.12
2916,0.119,0.,0.119
2917,0.119,0.,0.119
2918,0.119,0.,0.119
2919,0.12,0.,0.12
2920,0.119,0.,0.119
2921,0.119,0.,0.119
2922,0.119,0.,0.119
2923,0.12,0.,0.12
2924,0.12,0.,0.12
2925,0.12,0.,0.12
2926,0.12,0.,0.12
2927,0.119,0.,0.119
2928,0.119,0.,0.119
2929,0.12,0.,0.12
2930,0.119,0.,0.119
2931,0.12,0.,0.12
2932,0.121,0.,0.121
2933,0.12,0.,0.12
2934,0.12,0.,0.12
2935,0.119,0.,0.119
2936,0.121,0.,0.121
2937,0.12,0.,0.12
2938,0.119,0.,0.119
2939,0.12,0.,0.12
2940,0.12,0.,0.12
2941,0.12,0.,0.12
2942,0.12,0.,0.12
2943,0.121,0.,0.121
2944,0.12,0.,0.12
2945,0.12,0.,0.12
2946,0.121,0.,0.121
2947,0.12,0.,0.12
2948,0.12,0.,0.12
2949,0.121,0.,0.121
2950,0.12,0.,0.12
2951,0.121,0.,0.121
2952,0.122,0.,0.122
2953,0.12,0.,0.12
2954,0.121,0.,0.121
2955,0.122,0.,0.122
2956,0.121,0.,0.121
2957,0.121,0.,0.121
2958,0.121,0.,0.121
2959,0.121,0.,0.121
2960,0.121,0.,0.121
2961,0.121,0.,0.121
2962,0.12,0.,0.12
2963,0.121,0.,0.121
2964,0.122,0.,0.122
2965,0.121,0.,0.121
2966,0.121,0.,0.121
2967,0.121,0.,0.121
2968,0.121,0.,0.121
2969,0.122,0.,0.122
2970,0.122,0.,0.122
2971,0.122,0.,0.122
2972,0.122,0.,0.122
2973,0.122,0.,0.122
2974,0.122,0.,0.122
2975,0.121,0.,0.121
2976,0.121,0.,0.121
2977,0.121,0.,0.121
2978,0.121,0.,0.121
2979,0.121,0.,0.121
2980,0.122,0.,0.122
2981,0.123,0.,0.123
2982,0.123,0.,0.123
2983,0.123,0.,0.123
2984,0.123,0.,0.123
2985,0.122,0.,0.122
2986,0.122,0.,0.122
2987,0.122,0.,0.122
2988,0.122,0.,0.122
2989,0.123,0.,0.123
2990,0.123,0.,0.123
2991,0.123,0.,0.123
2992,0.122,0.,0.122
2993,0.122,0.,0.122
2994,0.122,0.,0.122
2995,0.123,0.,0.123
2996,0.122,0.,0.122
2997,0.123,0.,0.123
2998,0.123,0.,0.123
2999,0.123,0.,0.123
3000,0.122,0.,0.122
3001,0.123,0.,0.123
3002,0.123,0.,0.123
3003,0.123,0.,0.123
3004,0.122,0.,0.122
3005,0.124,0.,0.124
3006,0.123,0.,0.123
3007,0.124,0.003,0.12
3008,0.124,0.,0.124
3009,0.123,0.,0.123
3010,0.122,0.,0.122
3011,0.122,0.,0.122
3012,0.123,0.004,0.119
3013,0.123,0.,0.123
3014,0.124,0.,0.124
3015,0.122,0.,0.122
3016,0.123,0.,0.123
3017,0.123,0.,0.123
3018,0.123,0.,0.123
3019,0.124,0.,0.124
3020,0.123,0.,0.123
3021,0.124,0.,0.124
3022,0.123,0.,0.123
3023,0.123,0.,0.123
3024,0.123,0.,0.123
3025,0.123,0.,0.123
3026,0.124,0.,0.124
3027,0.124,0.,0.124
3028,0.125,0.,0.125
3029,0.124,0.,0.124
3030,0.123,0.,0.123
3031,0.123,0.,0.123
3032,0.124,0.,0.124
3033,0.125,0.,0.125
3034,0.125,0.,0.125
3035,0.124,0.,0.124
3036,0.124,0.,0.124
3037,0.123,0.,0.123
3038,0.125,0.,0.125
3039,0.124,0.,0.124
3040,0.125,0.,0.125
3041,0.125,0.,0.125
3042,0.124,0.,0.124
3043,0.124,0.,0.124
