param-n,build-real,build-sys,build-user,build-and-typecheck-real,build-and-typecheck-sys,build-and-typecheck-user,refine-real,refine-sys,refine-user,typecheck-real,typecheck-sys,typecheck-user
299,0.01,0.,0.01,0.095,0.,0.095,0.085,0.,0.085,0.085,0.,0.085
300,0.01,0.,0.01,0.095,0.,0.095,0.087,0.,0.087,0.085,0.,0.085
305,0.01,0.,0.01,0.099,0.003,0.095,0.1,0.,0.1,0.088,0.003,0.084
310,0.01,0.,0.01,0.1,0.,0.1,0.089,0.,0.089,0.089,0.,0.089
315,0.017,0.,0.017,0.109,0.,0.109,0.094,0.,0.094,0.091,0.,0.091
320,0.018,0.,0.018,0.11,0.,0.11,0.091,0.,0.091,0.092,0.,0.092
325,0.014,0.,0.014,0.111,0.,0.111,0.107,0.,0.107,0.097,0.,0.097
330,0.011,0.,0.011,0.105,0.,0.105,0.1,0.,0.1,0.094,0.,0.094
335,0.011,0.,0.011,0.114,0.,0.114,0.098,0.,0.098,0.103,0.,0.103
340,0.011,0.,0.011,0.123,0.,0.123,0.099,0.,0.099,0.111,0.,0.111
345,0.014,0.,0.014,0.12,0.,0.12,0.108,0.,0.108,0.105,0.,0.105
350,0.011,0.,0.011,0.122,0.,0.122,0.112,0.,0.112,0.11,0.,0.11
355,0.014,0.,0.014,0.126,0.,0.126,0.116,0.,0.116,0.111,0.,0.111
360,0.015,0.,0.015,0.135,0.,0.135,0.117,0.,0.117,0.12,0.,0.12
365,0.012,0.,0.012,0.133,0.,0.133,0.119,0.,0.119,0.121,0.,0.121
370,0.018,0.,0.018,0.138,0.,0.138,0.122,0.,0.122,0.119,0.,0.119
375,0.012,0.,0.012,0.139,0.,0.139,0.131,0.,0.131,0.126,0.,0.126
380,0.013,0.,0.013,0.141,0.,0.141,0.137,0.,0.137,0.128,0.,0.128
385,0.013,0.,0.013,0.155,0.,0.155,0.136,0.,0.136,0.142,0.,0.142
390,0.013,0.,0.013,0.156,0.,0.156,0.142,0.,0.142,0.143,0.,0.143
395,0.02,0.,0.02,0.164,0.,0.164,0.152,0.,0.152,0.143,0.,0.143
400,0.013,0.,0.013,0.165,0.,0.165,0.151,0.,0.151,0.151,0.,0.151
410,0.013,0.,0.013,0.17,0.,0.17,0.147,0.,0.147,0.156,0.,0.156
420,0.014,0.,0.014,0.172,0.,0.172,0.163,0.003,0.159,0.157,0.,0.157
430,0.021,0.,0.021,0.186,0.,0.186,0.162,0.,0.162,0.165,0.,0.165
440,0.017,0.,0.017,0.193,0.,0.193,0.184,0.,0.184,0.175,0.,0.175
450,0.015,0.,0.015,0.197,0.,0.197,0.18,0.,0.18,0.181,0.,0.181
460,0.022,0.,0.022,0.209,0.,0.209,0.188,0.,0.188,0.186,0.,0.186
470,0.016,0.,0.016,0.212,0.,0.212,0.196,0.,0.196,0.196,0.,0.196
480,0.019,0.,0.019,0.225,0.,0.225,0.214,0.,0.214,0.206,0.,0.206
490,0.024,0.,0.024,0.242,0.,0.242,0.232,0.,0.232,0.217,0.,0.217
500,0.016,0.,0.016,0.251,0.,0.251,0.238,0.,0.238,0.234,0.,0.234
550,0.019,0.,0.019,0.301,0.,0.301,0.273,0.,0.273,0.282,0.,0.282
600,0.023,0.,0.023,0.342,0.,0.342,0.321,0.,0.321,0.319,0.,0.318
650,0.027,0.,0.027,0.399,0.,0.399,0.375,0.,0.375,0.371,0.,0.371
700,0.027,0.,0.027,0.457,0.,0.457,0.436,0.,0.436,0.429,0.,0.429
750,0.028,0.,0.028,0.545,0.,0.545,0.524,0.,0.524,0.516,0.,0.516
800,0.031,0.,0.031,0.608,0.,0.608,0.563,0.,0.563,0.576,0.,0.576
850,0.032,0.,0.032,0.677,0.,0.677,0.638,0.,0.638,0.644,0.,0.644
900,0.032,0.,0.032,0.766,0.,0.766,0.749,0.,0.749,0.734,0.,0.734
950,0.032,0.,0.032,0.851,0.,0.851,0.804,0.,0.804,0.818,0.,0.818
1000,0.036,0.,0.036,0.945,0.,0.945,0.94,0.,0.94,0.909,0.,0.909
1100,0.039,0.,0.039,1.131,0.003,1.127,1.08,0.,1.08,1.092,0.003,1.088
1200,0.043,0.,0.043,1.316,0.,1.316,1.317,0.,1.317,1.273,0.,1.273
1300,0.045,0.,0.045,1.569,0.004,1.565,1.569,0.,1.569,1.523,0.003,1.519
1400,0.049,0.,0.049,1.809,0.007,1.8,1.736,0.,1.736,1.759,0.007,1.751
1500,0.056,0.,0.056,2.104,0.,2.104,2.004,0.,2.004,2.047,0.,2.047
1600,0.054,0.,0.054,2.348,0.,2.348,2.277,0.003,2.273,2.293,0.,2.293
1700,0.062,0.,0.062,2.62,0.,2.62,2.589,0.007,2.581,2.558,0.,2.558
1800,0.063,0.,0.063,2.883,0.016,2.867,2.914,0.,2.914,2.819,0.016,2.803
1900,0.066,0.,0.066,3.315,0.,3.315,3.22,0.023,3.196,3.249,0.,3.249
