param-n,constr-final-goal-make-final-goal-real,constr-final-goal-make-final-goal-sys,constr-final-goal-make-final-goal-user,eta-cast-pf-real,eta-cast-pf-sys,eta-cast-pf-user,eta-constr-pf-real,eta-constr-pf-sys,eta-constr-pf-user,eta-make-let-ins-real,eta-make-let-ins-sys,eta-make-let-ins-user,eta-make-pf-real,eta-make-pf-sys,eta-make-pf-user,eta-refine-real,eta-refine-sys,eta-refine-user,eta-refine-and-close-real,eta-refine-and-close-sys,eta-refine-and-close-user,everything-real,everything-sys,everything-user,make-Build-T-real,make-Build-T-sys,make-Build-T-user,make-T-real,make-T-sys,make-T-user,make-T-eta-real,make-T-eta-sys,make-T-eta-user,make-T-projs-real,make-T-projs-sys,make-T-projs-user,make-T-rect-real,make-T-rect-sys,make-T-rect-user,make-Ts-real,make-Ts-sys,make-Ts-user,make-f-ty-real,make-f-ty-sys,make-f-ty-user,making-real,making-sys,making-user
10,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.02,0.,0.02,0.003,0.,0.003,0.,0.,0.,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.028,0.,0.028,0.007,0.,0.007,0.003,0.,0.003,0.024,0.,0.024,0.002,0.,0.002,0.065,0.,0.065
11,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.011,0.,0.011,0.013,0.,0.013,0.,0.,0.,0.,0.,0.,0.073,0.,0.072,0.001,0.,0.001,0.,0.,0.,0.029,0.,0.029,0.008,0.,0.008,0.003,0.,0.003,0.027,0.,0.027,0.002,0.,0.002,0.071,0.,0.071
12,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.012,0.,0.012,0.014,0.,0.014,0.,0.,0.,0.,0.,0.,0.081,0.,0.081,0.001,0.,0.001,0.,0.,0.,0.032,0.,0.032,0.01,0.,0.01,0.004,0.,0.004,0.03,0.,0.03,0.002,0.,0.002,0.08,0.,0.08
13,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.024,0.007,0.017,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.087,0.007,0.08,0.002,0.,0.002,0.,0.,0.,0.034,0.007,0.026,0.01,0.,0.01,0.004,0.,0.004,0.033,0.,0.033,0.002,0.,0.002,0.086,0.007,0.078
14,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.027,0.,0.027,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.095,0.,0.095,0.002,0.,0.002,0.,0.,0.,0.038,0.,0.038,0.011,0.,0.011,0.004,0.,0.004,0.036,0.,0.036,0.002,0.,0.002,0.094,0.,0.094
15,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.016,0.,0.016,0.004,0.,0.004,0.,0.,0.,0.,0.,0.,0.097,0.,0.097,0.002,0.,0.002,0.,0.,0.,0.027,0.,0.027,0.019,0.,0.019,0.005,0.,0.005,0.04,0.,0.04,0.003,0.,0.002,0.096,0.,0.095
16,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.018,0.,0.018,0.005,0.,0.005,0.,0.,0.,0.,0.,0.,0.122,0.,0.122,0.002,0.,0.002,0.,0.,0.,0.041,0.,0.041,0.015,0.,0.015,0.005,0.,0.005,0.055,0.,0.055,0.003,0.,0.003,0.12,0.,0.12
17,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.03,0.,0.03,0.005,0.,0.005,0.,0.,0.,0.,0.,0.,0.12,0.003,0.116,0.002,0.,0.002,0.,0.,0.,0.043,0.,0.043,0.015,0.003,0.011,0.005,0.,0.005,0.049,0.,0.049,0.003,0.,0.003,0.118,0.003,0.114
18,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.021,0.,0.021,0.005,0.,0.005,0.,0.,0.,0.,0.,0.,0.129,0.,0.129,0.002,0.,0.002,0.,0.,0.,0.041,0.,0.041,0.017,0.,0.017,0.006,0.,0.006,0.059,0.,0.059,0.003,0.,0.003,0.127,0.,0.127
19,0.,0.,0.,0.001,0.,0.001,0.001,0.,0.001,0.023,0.,0.023,0.005,0.,0.005,0.,0.,0.,0.,0.,0.,0.137,0.,0.137,0.002,0.,0.002,0.,0.,0.,0.037,0.,0.037,0.028,0.,0.028,0.006,0.,0.006,0.059,0.,0.059,0.003,0.,0.003,0.135,0.,0.135
