param-n,cbv-real,cbv-sys,cbv-user
0,0.,0.,0.
1,0.,0.,0.
2,0.,0.,0.
3,0.,0.,0.
4,0.,0.,0.
5,0.,0.,0.
6,0.,0.,0.
7,0.,0.,0.
8,0.,0.,0.
9,0.,0.,0.
10,0.001,0.001,0.
11,0.003,0.,0.002
12,0.006,0.,0.005
13,0.013,0.003,0.01
14,0.063,0.003,0.059
15,0.029,0.,0.029
16,0.066,0.,0.066
17,0.151,0.,0.151
18,0.292,0.003,0.289
19,0.509,0.019,0.489
20,1.075,0.019,1.055
21,2.075,0.011,2.063
22,4.805,0.116,4.684
23,9.696,0.111,9.575
24,18.883,0.203,18.662
