param-n build-and-open-real build-and-open-sys build-and-open-user open-constr-real open-constr-sys open-constr-user uconstr-real uconstr-sys uconstr-user
397 0.103 0. 0.103 0.097 0. 0.097 0.006 0. 0.006
398 0.102 0.003 0.099 0.096 0. 0.096 0.006 0.003 0.002
399 0.104 0. 0.104 0.098 0. 0.098 0.005 0. 0.005
400 0.117 0. 0.117 0.111 0. 0.111 0.006 0. 0.006
401 0.14 0. 0.14 0.134 0. 0.134 0.006 0. 0.006
402 0.127 0. 0.127 0.121 0. 0.121 0.006 0. 0.006
403 0.11 0. 0.11 0.104 0. 0.104 0.005 0. 0.005
404 0.106 0. 0.106 0.1 0. 0.1 0.006 0. 0.006
405 0.106 0. 0.106 0.1 0. 0.1 0.006 0. 0.006
406 0.107 0. 0.107 0.101 0. 0.101 0.006 0. 0.006
407 0.134 0. 0.134 0.128 0. 0.128 0.006 0. 0.006
408 0.142 0. 0.142 0.135 0. 0.135 0.006 0. 0.006
409 0.125 0. 0.125 0.119 0. 0.119 0.006 0. 0.006
410 0.109 0. 0.109 0.103 0. 0.103 0.006 0. 0.006
411 0.109 0. 0.109 0.103 0. 0.103 0.006 0. 0.006
412 0.11 0. 0.11 0.103 0. 0.103 0.006 0. 0.006
413 0.126 0. 0.126 0.119 0. 0.119 0.006 0. 0.006
414 0.149 0. 0.149 0.142 0. 0.142 0.006 0. 0.006
415 0.136 0. 0.136 0.129 0. 0.129 0.006 0. 0.006
416 0.11 0. 0.11 0.104 0. 0.104 0.006 0. 0.006
417 0.112 0. 0.112 0.105 0. 0.105 0.006 0. 0.006
418 0.114 0. 0.114 0.107 0. 0.107 0.006 0. 0.006
419 0.115 0. 0.115 0.108 0. 0.108 0.006 0. 0.006
420 0.14 0. 0.14 0.134 0. 0.134 0.006 0. 0.006
421 0.149 0. 0.149 0.143 0. 0.143 0.006 0. 0.006
422 0.128 0. 0.128 0.122 0. 0.122 0.006 0. 0.006
423 0.116 0. 0.116 0.109 0. 0.109 0.006 0. 0.006
424 0.115 0. 0.115 0.109 0. 0.109 0.006 0. 0.006
425 0.117 0. 0.117 0.111 0. 0.111 0.006 0. 0.006
426 0.146 0. 0.146 0.14 0. 0.14 0.006 0. 0.006
427 0.152 0. 0.152 0.146 0. 0.146 0.006 0. 0.006
428 0.129 0. 0.129 0.123 0. 0.123 0.006 0. 0.006
429 0.117 0. 0.117 0.111 0. 0.111 0.006 0. 0.006
430 0.121 0. 0.121 0.114 0. 0.114 0.006 0. 0.006
431 0.12 0.003 0.116 0.114 0.003 0.11 0.006 0. 0.006
432 0.148 0. 0.148 0.142 0. 0.142 0.006 0. 0.006
433 0.155 0. 0.155 0.149 0. 0.149 0.006 0. 0.006
434 0.131 0. 0.131 0.125 0. 0.125 0.006 0. 0.006
435 0.122 0. 0.122 0.115 0. 0.115 0.006 0. 0.006
436 0.122 0. 0.122 0.115 0. 0.115 0.006 0. 0.006
437 0.123 0. 0.123 0.117 0. 0.117 0.006 0. 0.006
438 0.149 0. 0.149 0.143 0. 0.143 0.006 0. 0.006
439 0.16 0. 0.16 0.153 0. 0.153 0.006 0. 0.006
440 0.134 0. 0.134 0.127 0. 0.127 0.006 0. 0.006
441 0.125 0. 0.125 0.118 0. 0.118 0.006 0. 0.006
442 0.125 0. 0.125 0.119 0. 0.119 0.006 0. 0.006
443 0.136 0. 0.136 0.13 0. 0.13 0.006 0. 0.006
444 0.171 0.003 0.167 0.164 0.003 0.161 0.006 0. 0.006
445 0.156 0. 0.156 0.149 0. 0.149 0.006 0. 0.006
446 0.122 0. 0.122 0.115 0. 0.115 0.006 0. 0.006
447 0.128 0. 0.128 0.121 0. 0.121 0.006 0. 0.006
448 0.129 0. 0.129 0.122 0. 0.122 0.006 0. 0.006
449 0.151 0. 0.151 0.144 0. 0.144 0.006 0. 0.006
450 0.173 0. 0.173 0.166 0. 0.166 0.006 0. 0.006
451 0.15 0. 0.15 0.144 0. 0.144 0.006 0. 0.006
452 0.132 0. 0.132 0.125 0. 0.125 0.006 0. 0.006
453 0.132 0. 0.132 0.125 0. 0.125 0.006 0. 0.006
454 0.135 0. 0.135 0.128 0. 0.128 0.006 0. 0.006
455 0.182 0. 0.182 0.175 0. 0.175 0.006 0. 0.006
456 0.166 0. 0.166 0.159 0. 0.159 0.006 0. 0.006
457 0.13 0. 0.13 0.123 0. 0.123 0.006 0. 0.006
458 0.135 0. 0.135 0.128 0. 0.128 0.006 0. 0.006
459 0.135 0. 0.135 0.128 0. 0.128 0.006 0. 0.006
460 0.171 0. 0.171 0.164 0. 0.164 0.006 0. 0.006
461 0.177 0. 0.177 0.17 0. 0.17 0.006 0. 0.006
462 0.147 0. 0.147 0.14 0. 0.14 0.006 0. 0.006
463 0.136 0. 0.136 0.129 0. 0.129 0.006 0. 0.006
464 0.138 0. 0.138 0.13 0. 0.13 0.007 0. 0.007
465 0.169 0. 0.169 0.162 0. 0.162 0.006 0. 0.006
466 0.18 0. 0.18 0.173 0. 0.173 0.006 0. 0.006
467 0.149 0. 0.149 0.142 0. 0.142 0.007 0. 0.007
468 0.139 0. 0.139 0.132 0. 0.132 0.007 0. 0.007
469 0.141 0. 0.141 0.134 0. 0.134 0.006 0. 0.006
470 0.176 0. 0.176 0.169 0. 0.169 0.007 0. 0.007
471 0.178 0. 0.178 0.171 0. 0.171 0.007 0. 0.007
472 0.15 0. 0.15 0.143 0. 0.143 0.007 0. 0.007
473 0.143 0. 0.143 0.136 0. 0.136 0.007 0. 0.007
474 0.144 0. 0.144 0.137 0. 0.137 0.007 0. 0.007
475 0.183 0. 0.183 0.175 0. 0.175 0.007 0. 0.007
476 0.179 0. 0.179 0.172 0. 0.172 0.007 0. 0.007
477 0.144 0. 0.144 0.137 0. 0.137 0.007 0. 0.007
478 0.146 0. 0.146 0.138 0. 0.138 0.007 0. 0.007
479 0.147 0. 0.147 0.14 0. 0.14 0.007 0. 0.007
480 0.187 0. 0.187 0.18 0. 0.18 0.007 0. 0.007
481 0.183 0. 0.183 0.176 0. 0.176 0.007 0. 0.007
482 0.146 0. 0.146 0.139 0. 0.139 0.007 0. 0.007
483 0.148 0. 0.148 0.141 0. 0.141 0.007 0. 0.007
484 0.15 0. 0.15 0.143 0. 0.143 0.007 0. 0.007
485 0.192 0. 0.192 0.185 0. 0.185 0.007 0. 0.007
486 0.188 0. 0.188 0.18 0. 0.18 0.007 0. 0.007
487 0.146 0. 0.146 0.139 0. 0.139 0.007 0. 0.007
488 0.151 0. 0.151 0.144 0. 0.144 0.007 0. 0.007
489 0.154 0. 0.154 0.147 0. 0.147 0.007 0. 0.007
490 0.195 0. 0.195 0.187 0. 0.187 0.007 0. 0.007
491 0.191 0. 0.191 0.183 0. 0.183 0.007 0. 0.007
492 0.148 0. 0.148 0.141 0. 0.141 0.007 0. 0.007
493 0.154 0. 0.154 0.147 0. 0.147 0.007 0. 0.007
494 0.156 0. 0.156 0.149 0. 0.149 0.007 0. 0.007
495 0.196 0. 0.196 0.188 0. 0.188 0.007 0. 0.007
496 0.193 0. 0.193 0.186 0. 0.186 0.007 0. 0.007
497 0.158 0. 0.158 0.15 0. 0.15 0.007 0. 0.007
498 0.157 0. 0.157 0.149 0. 0.149 0.007 0. 0.007
499 0.185 0. 0.185 0.178 0. 0.178 0.007 0. 0.007
500 0.281 0.008 0.273 0.201 0.008 0.193 0.079 0. 0.079
510 0.212 0.003 0.208 0.204 0.003 0.201 0.007 0. 0.007
520 0.182 0.004 0.177 0.174 0.004 0.169 0.008 0. 0.008
530 0.242 0.007 0.234 0.234 0.007 0.226 0.008 0. 0.008
540 0.226 0.003 0.222 0.218 0.003 0.214 0.008 0. 0.008
550 0.199 0.007 0.191 0.191 0.007 0.183 0.008 0. 0.008
560 0.252 0. 0.252 0.243 0. 0.243 0.008 0. 0.008
570 0.235 0. 0.235 0.227 0. 0.227 0.008 0. 0.008
580 0.21 0. 0.21 0.201 0. 0.201 0.008 0. 0.008
590 0.276 0. 0.276 0.267 0. 0.267 0.009 0. 0.009
600 0.255 0. 0.255 0.246 0. 0.246 0.009 0. 0.009
610 0.235 0. 0.235 0.225 0. 0.225 0.009 0. 0.009
620 0.316 0. 0.315 0.306 0. 0.306 0.009 0. 0.009
630 0.258 0. 0.258 0.248 0. 0.248 0.009 0. 0.009
640 0.311 0. 0.311 0.301 0. 0.301 0.009 0. 0.009
650 0.33 0. 0.33 0.32 0. 0.32 0.009 0. 0.009
660 0.275 0. 0.275 0.265 0. 0.265 0.009 0. 0.009
670 0.388 0. 0.388 0.378 0. 0.378 0.01 0. 0.01
680 0.298 0. 0.298 0.287 0. 0.287 0.01 0. 0.01
690 0.371 0. 0.371 0.36 0. 0.36 0.01 0. 0.01
700 0.349 0. 0.349 0.339 0. 0.339 0.01 0. 0.01
710 0.34 0. 0.34 0.329 0. 0.329 0.01 0. 0.01
720 0.424 0. 0.424 0.413 0. 0.413 0.01 0. 0.01
730 0.349 0.007 0.341 0.337 0.007 0.33 0.01 0. 0.01
740 0.416 0. 0.416 0.405 0. 0.405 0.011 0. 0.011
750 0.347 0. 0.347 0.335 0. 0.335 0.011 0. 0.011
760 0.454 0. 0.454 0.442 0. 0.442 0.011 0. 0.011
770 0.357 0. 0.357 0.345 0. 0.345 0.011 0. 0.011
780 0.463 0. 0.463 0.451 0. 0.451 0.011 0. 0.011
790 0.413 0. 0.413 0.4 0. 0.4 0.012 0. 0.012
800 0.487 0. 0.487 0.475 0. 0.475 0.012 0. 0.012
810 0.412 0. 0.412 0.4 0. 0.4 0.012 0. 0.012
820 0.514 0. 0.514 0.501 0. 0.501 0.012 0. 0.012
830 0.427 0. 0.427 0.414 0. 0.414 0.012 0. 0.012
840 0.513 0. 0.513 0.5 0. 0.5 0.012 0. 0.012
850 0.496 0. 0.496 0.483 0. 0.483 0.012 0. 0.012
860 0.527 0. 0.527 0.514 0. 0.514 0.013 0. 0.013
870 0.574 0. 0.574 0.561 0. 0.561 0.013 0. 0.013
880 0.533 0.007 0.525 0.52 0.007 0.512 0.013 0. 0.013
890 0.748 0. 0.748 0.734 0. 0.734 0.013 0. 0.013
900 0.601 0. 0.601 0.587 0. 0.587 0.013 0. 0.013
910 0.572 0. 0.572 0.558 0. 0.558 0.013 0. 0.013
920 0.656 0. 0.656 0.642 0. 0.642 0.013 0. 0.013
930 0.611 0. 0.611 0.597 0. 0.597 0.014 0. 0.014
940 0.633 0. 0.633 0.618 0. 0.618 0.014 0. 0.014
950 0.686 0. 0.686 0.671 0. 0.671 0.014 0. 0.014
960 0.647 0. 0.647 0.632 0. 0.632 0.014 0. 0.014
970 0.706 0. 0.706 0.691 0. 0.691 0.014 0. 0.014
980 0.761 0. 0.761 0.746 0. 0.746 0.015 0. 0.015
990 0.718 0. 0.718 0.703 0. 0.703 0.014 0. 0.014
1000 0.716 0. 0.716 0.701 0. 0.701 0.015 0. 0.015
1100 0.93 0. 0.93 0.914 0. 0.914 0.016 0. 0.016
1200 1.279 0. 1.279 1.261 0. 1.261 0.018 0. 0.018
1300 1.398 0. 1.398 1.378 0. 1.378 0.019 0. 0.019
1400 1.767 0.007 1.759 1.746 0.007 1.738 0.021 0. 0.021
1500 2.015 0.027 1.987 1.992 0.027 1.964 0.023 0. 0.023
1600 1.949 0. 1.949 1.925 0. 1.925 0.024 0. 0.024
1700 2.693 0. 2.693 2.667 0. 2.667 0.025 0. 0.025
1800 2.572 0. 2.572 2.545 0. 2.545 0.027 0. 0.027
1900 3.445 0.039 3.405 3.38 0.039 3.34 0.064 0. 0.064
2000 3.584 0.031 3.552 3.553 0.031 3.522 0.03 0. 0.03
2100 4.127 0.003 4.123 4.054 0.003 4.05 0.072 0. 0.072
2200 4.75 0.028 4.722 4.717 0.028 4.689 0.032 0. 0.032
2300 4.944 0.003 4.94 4.856 0.003 4.852 0.087 0. 0.087
2400 5.345 0. 5.345 5.309 0. 5.309 0.036 0. 0.036
2500 5.828 0. 5.828 5.745 0. 5.745 0.082 0. 0.082
2600 5.73 0.035 5.694 5.587 0.035 5.551 0.142 0. 0.142
2700 6.922 0.156 6.766 6.881 0.156 6.725 0.04 0. 0.04
2800 7.094 0.043 7.05 7.027 0.043 6.983 0.066 0. 0.066
2900 7.436 0. 7.436 7.377 0. 7.378 0.058 0. 0.058
3000 8.271 0.031 8.239 8.226 0.031 8.194 0.045 0. 0.045
