param-n,build-real,build-sys,build-user,build-and-typecheck-real,build-and-typecheck-sys,build-and-typecheck-user,refine-real,refine-sys,refine-user,typecheck-real,typecheck-sys,typecheck-user
490,0.022,0.,0.022,0.039,0.,0.039,0.017,0.,0.017,0.016,0.,0.016
500,0.022,0.,0.022,0.04,0.,0.04,0.018,0.,0.018,0.017,0.,0.017
550,0.023,0.,0.023,0.045,0.003,0.041,0.02,0.,0.02,0.021,0.003,0.017
600,0.026,0.,0.026,0.051,0.,0.051,0.028,0.,0.028,0.024,0.,0.024
650,0.03,0.,0.03,0.058,0.,0.058,0.031,0.,0.031,0.028,0.,0.028
700,0.031,0.,0.031,0.064,0.,0.064,0.035,0.,0.035,0.032,0.,0.032
750,0.033,0.,0.033,0.07,0.,0.07,0.04,0.,0.04,0.036,0.,0.036
800,0.037,0.,0.037,0.081,0.,0.081,0.04,0.,0.04,0.044,0.,0.044
850,0.039,0.,0.039,0.087,0.,0.087,0.047,0.,0.047,0.047,0.,0.047
900,0.04,0.,0.04,0.094,0.,0.094,0.051,0.,0.051,0.053,0.,0.053
950,0.042,0.,0.042,0.103,0.,0.103,0.055,0.,0.055,0.06,0.,0.06
1000,0.045,0.,0.045,0.111,0.,0.111,0.063,0.,0.063,0.065,0.,0.065
1100,0.048,0.,0.048,0.128,0.,0.128,0.077,0.,0.077,0.079,0.,0.079
1200,0.053,0.,0.053,0.146,0.,0.146,0.091,0.,0.091,0.092,0.,0.092
1300,0.058,0.,0.058,0.166,0.,0.166,0.104,0.,0.104,0.107,0.,0.107
1400,0.064,0.,0.064,0.186,0.,0.186,0.121,0.,0.121,0.122,0.,0.122
1500,0.068,0.,0.068,0.209,0.,0.209,0.139,0.,0.139,0.141,0.,0.141
1600,0.07,0.,0.07,0.227,0.,0.227,0.156,0.,0.156,0.156,0.,0.156
1700,0.075,0.,0.075,0.254,0.,0.254,0.176,0.,0.176,0.179,0.,0.178
1800,0.079,0.,0.079,0.277,0.003,0.273,0.196,0.,0.196,0.198,0.003,0.194
1900,0.085,0.,0.085,0.307,0.,0.306,0.215,0.,0.215,0.221,0.,0.221
